institution,slug,country,continent,repository_code,filmoteca_vasca_detail_url,archive_type,external_url,website_available,content_available_in_source
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,https://filmoteka.eus/,Film archive with public multimedia collection,https://filmoteka.eus/es/coleccion/multimedia,True,True
