institution,slug,country,continent,repository_code,archive_type,autrefois_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Fondation Autrefois Genève,fondation-autrefois-gen-ve,Switzerland,Europe,CH-AUTREFOIS-GENEVE,Institutional audiovisual archive,https://www.autrefoisgeneve.ch/,True,True,https://www.autrefoisgeneve.ch/wp-json/wp/v2/aiovg_videos,autrefoisgeneve.ch,ok,200,integro,https://www.autrefoisgeneve.ch/wp-json/wp/v2/aiovg_videos,8,8,12,baixa,"Corpus institucional incorporado pelo endpoint público WordPress `aiovg_videos` da Fondation Autrefois Genève. A rodada materializou 8 de 8 registros declarados pelo endpoint, com 8 páginas contendo fonte de vídeo detectada. O recorte online não equivale ao acervo total da fundação.",,8,8,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo audiovisual institucional,Outra forma pública de acesso
