institution,slug,country,continent,repository_code,archive_type,aapb_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
American Archive of Public Broadcasting,american-archive-public-broadcasting,United States,North America,US-AAPB,National audiovisual aggregator,https://americanarchive.org/faq,True,True,https://americanarchive.org/,americanarchive.org,ok,200,integro,https://americanarchive.org/,28,625268,3,media,"Corpus nacional audiovisual incorporado por rota API JSON/PBCore. A busca pública em HTML pode exigir navegação, mas a API permite amostra reprodutível e leve para o MVP. Resultados brutos sinalizados pela API: 625268.",
