institution,slug,country,continent,repository_code,archive_type,bnt_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-23-april-2016,Раздвижи се с БНТ2 – 23 април 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 6 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_230416_x264-153869.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-23-yanuari-2016,Раздвижи се с БНТ2 – 23 януари 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_230116_x264-151197.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-26-dekemvri-2015,Раздвижи се с БНТ2 – 26 декември 2015,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_261215_x264-20043.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-26-mart-2016,Раздвижи се с БНТ2 – 26 март 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 6 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_260316_x264-155381.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-27-fevruari-2016,Раздвижи се с БНТ2 – 27 февруари 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_270216_x264-150745.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-28-maj-2016,Раздвижи се с БНТ2 – 28 май 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 5 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_s_bnt2_280516_x264-152645.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-30-yanuari-2016-2,Раздвижи се с БНТ2 – 30 януари 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_300116_x264-150943.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-5-dekemvri-2015,Раздвижи се с БНТ2 – 5 декември 2015,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 8 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_051215_x264-21075.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-5-mart-2016,Раздвижи се с БНТ2 – 5 март 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 6 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_050316_x264-154377.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-6-fevruari-2016,Раздвижи се с БНТ2 – 6 февруари 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_sbnt2_060216_x264-149029.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-7-maj-2016,Раздвижи се с БНТ2 – 7 май 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 6 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_s_bnt2_070516_x264-151707.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/razdvizhi-se-s-bnt2-9-april-2016,Раздвижи се с БНТ2 – 9 април 2016,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 6 | fonte de mídia: https://p.bnt.bg/r/a/razdviji_se_s_bnt2_090416_x264-153203.mp4 | Ако сте обездвижени…. Ако емоционалният Ви тонус е на кота нула… Ако искате да се отървете от излишните килограми… БНТ2 има решение - в „Раздвижи се с БНТ2” водещата Ясена Господинова запознава зрителите с различни възможности за спорт и гимнастика в домашни условия. В поредицата се редуват тренировки по зумба-фитнес, пилатес, аерокикбокс, народни танци и батука. Така всеки един от зрителите може да избере най-подходящия за него начин да влезе във форма, заедно с водещата и инструкторите в домашни условия да се раздвижи и зареди с добро настроение, както и да научи любопитни подробности за различните спортове – кой и как ги е създал, с какво и за кого са полезни и т.н. Всички тренировки се водят от лицензирани за съответните спортове инструктори. ‘Razdzhi se s BNT2’ (English: ‘Get Moving with BNT 2‘) If you want to make exercise regular part of you life…. If you feel emotionally stressed… If you want to lose weight… BNT2 has a solution! A mix of sports and entertainment, every Saturda...",2016-05-28
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/chasat-na-balgarskata-muzika-valentin-asenov-10-yanuari-2016,Часът на българската музика: Валентин Асенов – 10 януари 2016,Архив (А-Я),Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 7 | fonte de mídia: https://p.bnt.bg/c/h/chasyt_na_bg_muzika_100216_x264-149441.mp4,2016-02-10
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/gardroba-t-prez-zimata-13-12-2015,Гардеробът през зимата,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 8 | fonte de mídia: https://p.bnt.bg/v/o/votyt_na_potrebitelia_131215_x264-20829.mp4 | В неделния ден зрителите ще могат по-лесно да изберат своя гардероб за зимата , като решат - дрехи от естествени или изкуствени материали? Какви са предимствата и недостатъците им, кой вид се поддържа по-лесно и кой е по-издръжлив, ще коментират гостите на предаването. В подкрепа на естествените материали ще бъде Николина Славкова , която е в модния бранш от 20 години, а от 15 създава модни линии и работи с търговци. Защитникът на изкуствените материи ще бъде Атанас Илиев , продавач-консултант в магазин за платове.",2015-12-13
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,BNT.bg,https://bnt.bg/bg/a/sortovi-semena-ot-ba-lgariya-ili-vnosni-06-12-2015,Сортови семена от България или вносни - 06.12.2015,Архив (А-Я),"Registro público do recorte Архив (А-Я) da BNT. | página da listagem: 8 | fonte de mídia: https://p.bnt.bg/v/o/votyt_na_potrebitelq_061215_x264-21101.mp4 | Темата в неделното издание на предаването ще бъде „ Сортови семена от България или вносни “. За българското производство ще се застъпи Йорданка Тошева , която произвежда семена за традиционни земеделски култури и разработва нови сортове. Опонент ще ѝ бъде Огнян Николов , който 35 години се занимава с внос и търговия на сортови семена. Гледайте „Вотът на потребителя“ тази събота (5-ти декември) и неделя (6-ти декември) от 11:00 часа по БНТ!",2015-12-13
