institution,slug,country,continent,repository_code,archive_type,bnfa_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2028/bnfa::9d4664026fcf9a3c4d98d63b5d7f2ead,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20114/bnfa::b433951a8e0c5e2305165c7f59a16cfe,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20119/bnfa::81d4f3278ba7b8e071f53084a92a3b89,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20120/bnfa::171370bc6b09669507ed62bcddeb72c5,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20109/bnfa::bdb1cf1a14e60ef018c258874c2749ef,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20151/bnfa::1d7f78252f4772ffe66ea4016e72f8fb,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20114/bnfa::b9ef1043dd5409e37eecdfae0a3b1f0d,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20159/bnfa::2e6ac3e4f83d0889dcbd4b4366e68294,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20149/bnfa::5ce49c826718fddc2e13195ab82cf23e,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20168/bnfa::8241ccdd06cc0be823ee7bac42238334,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2076/bnfa::ce800ec800ccf5145e6932572b8ee6fd,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20169/bnfa::0451c032828260b8184d551cc797c5c7,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2018/bnfa::764e80755553a5235f007455033b3b49,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20211/bnfa::82d41304951afbc407bd4b6de9fbc3b4,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2024/bnfa::79d0114ab25e0727215bf8b3460a4b58,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20242/bnfa::1e22763757079ee75c7a30c896598b02,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%208/bnfa::2b67a1846ecde21a682206a00a6a1fe0,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20340/bnfa::c0b85ba7963526a75a36b3bfb7e6288d,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2034/bnfa::b01a338c4ccdea283fbf233ffa96d6a2,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20377/bnfa::07ada0b4f20bead22ea3e8200f05554d,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2070/bnfa::80eb99850ae633334db77f3b3b8fcb85,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20415/bnfa::4de4b5185b778030d3054ce95e93f066,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2023/bnfa::bb6ce30b71facd902134d14bb95f26ab,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20427/bnfa::0ae69df0bb61b2c1b78a293218a887d1,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2012/bnfa::82fb07c805e12106a85a6f40d04e6e75,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2017/bnfa::4e6c58b2d260022052bc5f965cf641ee,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%202/bnfa::f5cbc267abe9b46af02de4f2968a3fe8,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2010/bnfa::6217ee91bedf524b7ab13a27f2d19036,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20125/bnfa::fa9d53cd1142e6f6ca6c95d432da54ec,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2021/bnfa::a5cc39ff222683c149f163f0a2a31fa1,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2087/bnfa::26d4397f982f6ba102bffc31d02e1ead,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0%2023/bnfa::79ebce27375b1177d294af5b6cf2ac40,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2096/bnfa::12c2b9d1e5368f38eb4f089a5e19499d,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2038/bnfa::0be12a1c0ac86640f370f969359b0f75,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20102/bnfa::e9ec50cadbf5fcbe2344a0b1a4346957,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2036/bnfa::ea67e440e4835b005fccb26b57a883a9,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20104/bnfa::366f4aa6911ecc56563c225b9e436545,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2038/bnfa::298eb14e6cb6ecfe082850419cecabbe,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20106/bnfa::8804804f92f1ef584791804d0f137983,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2048/bnfa::964d431d2fe916354fe7635da3d1d576,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20117/bnfa::40271cbcb2f4e6093ce9e79fc06cba99,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%BA%D1%80%D0%B8%D0%B2%D0%B0%D0%BD%D0%B5%20%D0%BF%D0%B0%D0%BC%D0%B5%D1%82%D0%BD%D0%B0%20%D0%BF%D0%BB%D0%BE%D1%87%D0%B0%20%D0%BD%D0%B0%20%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%20%D0%92%D0%B0%D1%80%D0%BD%D0%B5%D0%BD%D1%87%D0%B8%D0%BA/bnfa::9a6fb3b852e6c3e1d1a4e2f5126972be,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20118/bnfa::648794739232d0a45d5411d1a076e441,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%20%D0%B2%D0%B5%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B0%20%D1%8E%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D1%82%D0%B5%20%D0%B2%D0%BB%D0%B0%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D0%B8%20%D0%B2%20%D0%A1%D0%BE%D1%84%D0%B8%D1%8F/bnfa::197b648eeffef775a24e3f12d7acd625,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20127/bnfa::9d6a93bb1299ca1742b1345142633875,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A0%D0%BE%D0%B4%D0%BE%D0%BF%D0%B8%20%D0%B8%20%D0%A0%D0%B8%D0%BB%D0%B0/bnfa::df7a5ec00147506c8380687f049ecfe4,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20130/bnfa::03ff864eacd4873b4d88ed9230ee510f,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%BA%D1%80%D0%B8%D0%B2%D0%B0%D0%BD%D0%B5%20%D0%BD%D0%B0%20%D0%92%D0%9D%D0%A1%20%D0%B2%D1%8A%D0%B2%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%20%D0%A2%D1%8A%D1%80%D0%BD%D0%BE%D0%B2%D0%BE/bnfa::e56d1047769689370581bf9e950737aa,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%20137/bnfa::aecedcca42486fde5be14ddf243a6896,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,https://www.europeanfilmgateway.eu/detail/%D0%A6%D0%B0%D1%80%D1%81%D0%BA%D0%B8%20%D0%BC%D0%B0%D0%BD%D0%B5%D0%B2%D1%80%D0%B8%20%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2%D0%BE/bnfa::5fad59039a7e2974e0bd785695870c1c,ok,200,1,1,"Ficha pública de vídeo da BNFA no EFG, com metadados audiovisuais e shell de player quando sinalizado.",
