institution,slug,country,continent,repository_code,archive_type,cinememoire_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/recherche-simple,cinememoire.net,ok,200,integro,https://cinememoire.net/recherche-simple,20,20,27,False,"Janela técnica MVP: primeiras 4 páginas da busca pública, com fichas `notice` e vídeos HTML5/MP4 expostos. Não é o catálogo integral do Cinémémoire.",,20,20,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo audiovisual institucional,Acesso aberto em arquivo audiovisual institucional
