dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
home-movies-memoryscapes,home-movies-memoryscapes:2026-07-21T17:33:04Z,2026-07-21T17:33:10Z,,2026-07-21T17:33:04Z,2026-07-21T17:32:55Z,scripts/run_home_movies_pipeline.py,1,1,1,4593,4593,1,13,1,1,1
home-movies-memoryscapes,home-movies-memoryscapes:2026-07-21T17:55:35Z,2026-07-21T17:55:42Z,,2026-07-21T17:55:35Z,2026-07-21T17:55:29Z,scripts/run_home_movies_pipeline.py,1,1,1,4593,4593,1,13,1,1,1
