institution,slug,country,continent,repository_code,archive_type,crnogorska_kinoteka_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Crnogorska Kinoteka,crnogorska-kinoteka,Montenegro,Europe,ME-CK,National film archive / cinematheque,https://www.europeanfilmgateway.eu/content/crnogorska-kinoteka-podgorica,True,True,https://www.europeanfilmgateway.eu/da/search-efg/ck%20crnogorska%20kinoteka,European Film Gateway,https://europeanfilmgateway.eu/da/detail/Non%20%C3%A8%20resurrezione%20senza%20morte/ck%3A%3Ae7b8ca4b11b56d30c9d260216ffb18aa,Non è resurrezione senza morte,Feature film | World War I | Montenegro | Drama,"Ficha pública da Crnogorska Kinoteka no European Film Gateway. Filme de ficção reconstruído sobre Montenegro e a Primeira Guerra Mundial, identificado pelo EFG como registro de vídeo da Crnogorska Kinoteka. A coleta registra metadados e rota pública, sem baixar mídia. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | ver também: http://kinoteka.me/arhiv/voskrsenje-film.html | Non è resurrezione senza morte | Drupal Gå til hovedindhold Deutsch English Čeština Dansk Français Italiano Lietuvių Magyar Nederlands Norsk Português Suomi Om EFG Bidragende Arkiver Andre partnere EFG1914-projektet Nyheder Feedback & Kontakt Bidrag med inhold Samlinger WWI Topics Virtuel udstilling Collection highlights World War One Collections FAQ Søg Exact search Your single access point to films, images and texts from selected collections of 40 film archives across Europe Brødkrumme Home Search Detail: Non è resurrezione senza morte Non è resurrezione senza morte Non è resurrezione senza morte To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video 4:3 16:9 View at kinoteka.me Andre titler: There is No Resurrection without Death Voskrsenja ne biva bez smrti Genre: Feature film År: 1922-04-14 Varighed: 00:18:13 Beskrivelse: The antic drama of two brothers (Jaksa and Pavle), separated in childhood, who will find...",1922-04-14,Non è resurrezione senza morte,1922-04-14,Ficção cinematográfica,Agregador audiovisual europeu especializado em cinema
