dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
filmarchiv_austria,filmarchiv_austria:2026-07-15T19:59:10Z,2026-07-15T19:59:11Z,,2026-07-15T19:59:10Z,2026-07-15T19:59:09Z,scripts/run_filmarchiv_austria_pipeline.py,1,1,1,529,529,1,5,1,1,1
filmarchiv_austria,filmarchiv_austria:2026-07-15T20:06:58Z,2026-07-15T20:06:58Z,,2026-07-15T20:06:58Z,2026-07-15T20:06:56Z,scripts/run_filmarchiv_austria_pipeline.py,1,1,1,529,529,1,5,1,1,1
