institution,slug,country,continent,repository_code,archive_type,csc_cineteca_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/in-occasione-del-trionfo-ai-david-di-donatello-de-il-traditore-di-marco-bellocchio-vi-riproponiamo-lincontro-con-il-regista-ex-allievo-csc-svoltosi-allistituto-ferrari-di-roma-il-30-gennaio-20/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/giancarlo-giannini-e-il-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/in-occasione-degli-80-anni-di-vittorio-storaro-pubblichiamo-queste-sue-riflessioni-sul-restauro-cinematografico/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/fausto-brizzi-e-gianni-zanasi-alla-casa-del-cinema/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/in-occasione-del-trionfo-de-il-traditore-ai-david-di-donatello-2020-riproniamo-il-conferimento-del-diploma-honoris-causa-del-csc-a-pierfrancesco-favino/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/in-occasione-del-trionfo-de-il-traditore-ai-david-di-donatello-2020-riproniamo-uno-scambio-tra-bellocchio-e-camilleri-sui-tempi-di-scuola-al-centro/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/maurizio-forestieri-leccellenza-italiana-nel-cinema-di-animazione-inizia-dal-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/intervista-a-roberto-perpignani/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/ci-ha-lasciati-il-regista-claudio-risi-in-suo-omaggio-qui-un-suo-incontro-insieme-al-fratello-marco-al-cinema-trevi-nel-2015/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/csc-e-jazz-alla-casa-del-cinema-cocktail-bar-storie-jazz-di-roma-di-note-di-amori-film-e-musica-dal-vivo/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/beppe-lanci-al-centro-sperimentale-prima-o-poi-si-torna/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/presentazione-del-portale-del-cinema-muto/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/melania-mazzucco-pagine-di-cinema-pagine-di-narrativa-partendo-dal-centro-sperimentale/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/maurizio-nichetti-attore-pubblicitario-direttore-artistico-della-sede-lombardia-del-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/susanna-tamaro-dal-csc-alla-narrativa-italiana/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/umberto-lenzi-dal-csc-a-tarantino/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/incontro-con-mario-monicelli-suso-cecchi-damico-francesco-rosi-e-gillo-pontecorvo-2004/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/intervista-ad-andrea-cavalletto-david-di-donatello-il-costume-ex-allievo-del-grande-piero-tosi-al-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/daniele-luchetti-e-il-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/francesca-amitrano-autrice-della-fotografia-racconta-il-suo-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/alberto-anile-felice-laudadio-walter-veltroni-e-carlo-verdone-presentano-sordi-segreto/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/intervista-a-carlo-verdone-per-buon-compleanno-csc/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/fernando-birri-io-il-cinema-la-rivoluzione/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/gillo-pontecorvo-incontra-gli-allievi-del-csc-1988/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/ennio-morricone-incontra-gli-allievi-del-csc-masterclass-1988/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/sergio-leone-incontra-gli-allievi-del-csc-1988/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/monica-vitti-incontra-gli-allievi-del-csc-1988/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/mastroianni-incontra-gli-allievi-del-csc-1988-versione-integrale/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/nino-baragli-incontra-gli-allievi-del-csc-1988/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/piero-tosi-al-csc-racconta-la-sua-complicata-collaborazione-con-federico-fellini/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/nicola-giuliano-io-il-csc-e-sorrentino/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/linaugurazione-della-mostra-70-anni-della-cineteca-nazionale/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/la-mostra-70-anni-della-cineteca-nazionale-del-centro-sperimentale-di-cinematografia/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,https://www.fondazionecsc.it/film/cinematinee-parla-dei-restauri-csc-presentati-alla-festa-del-cinema-di-roma/,ok,200,1,1,Ficha pública do Catalogo video verificada sem baixar mídia.,
