institution,slug,country,continent,repository_code,ecpad_detail_url,archive_type,external_url,website_available,content_available_in_source
ECPAD - Établissement de communication et de production audiovisuelle de la Défense,ecpad,France,Europe,FR-ECPAD,https://archives.ecpad.fr/archives/archives,Institutional military audiovisual archive with public Arkothèque catalog,https://archives.ecpad.fr/archives/consulter-les-archives-en-ligne,True,True
