institution,slug,country,continent,repository_code,archive_type,cinematek_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Cinémathèque royale de Belgique / CINEMATEK,cin-math-que-royale-de-belgique-cinematek,Belgium,Europe,BE-CINEMATEK,National cinematheque and external streaming access routes,https://cinematek.be/en/collections/film,True,True,https://cinematek.be/en/collections/be-film,cinematek.be,ok,200,integro,https://cinematek.be/en/collections/be-film,20,0,3,False,"Corpus incorporado pelo recorte CINEMATEK@HOME: a página oficial lista filmes restaurados em plataformas externas. O MVP materializa 20 rotas de acesso externas, sem baixar mídia e sem afirmar acesso aberto direto ou cobertura total do acervo preservado da Cinémathèque royale de Belgique.",
