institution,slug,country,continent,repository_code,archive_type,deutsche_kinemathek_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Deutsche Kinemathek / Museum für Film und Fernsehen,deutsche-kinemathek-museum-fuer-film-und-fernsehen,Germany,Europe,DE-DEUTSCHE-KINEMATHEK,Film archive and museum with public curatorial streaming program,https://www.deutsche-kinemathek.de/en/online/streaming,True,True,https://www.deutsche-kinemathek.de/en/online/streaming,deutsche-kinemathek.de,ok,200,integro,https://www.deutsche-kinemathek.de/en/online/streaming,9,9,15,baixa,"Corpus Deutsche Kinemathek incorporado pela rota pública Selects. O MVP materializa 9 filmes do programa vigente, com 9 sinais de player. A coleta não representa o Film Archive integral, não esgota o portal de busca e não baixa mídia.",
