institution,slug,country,continent,repository_code,home_movies_detail_url,archive_type,external_url,website_available,content_available_in_source
Fondazione Home Movies / Archivio Nazionale del Film di Famiglia,fondazione-home-movies-archivio-nazionale-del-film-di-famiglia,Italy,Europe,IT-HOME-MOVIES-MEMORYSCAPES,https://www.homemovies.it/,Home movie and private film archive with public digital platform,https://www.memoryscapes.it/en/archive,True,True
