institution,slug,country,continent,repository_code,cinearchives_detail_url,archive_type,external_url,website_available,content_available_in_source
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,https://www.cinearchives.org/,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/catalogue-1104-0-0-0.html,True,True
