dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
filmoteca_espanola,filmoteca_espanola:2026-07-16T19:34:10Z,2026-07-16T19:34:10Z,,2026-07-16T19:34:10Z,2026-07-16T19:34:09Z,scripts/run_filmoteca_espanola_pipeline.py,1,1,1,344,344,1,10,1,1,1
filmoteca_espanola,filmoteca_espanola:2026-07-16T19:37:57Z,2026-07-16T19:37:58Z,,2026-07-16T19:37:57Z,2026-07-16T19:37:56Z,scripts/run_filmoteca_espanola_pipeline.py,1,1,1,344,344,1,10,1,1,1
