dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
archipop,archipop:2026-05-29T16:48:33Z,2026-05-29T16:48:33Z,,2026-05-29T16:48:33Z,2026-05-29T16:48:33Z,scripts/run_archipop_pipeline.py,1,1,1,57,57,1,11,1,1,1
archipop,archipop:2026-05-29T16:52:58Z,2026-05-29T16:52:58Z,,2026-05-29T16:52:58Z,2026-05-29T16:52:58Z,scripts/run_archipop_pipeline.py,1,1,1,58,58,1,9,1,1,1
