institution,slug,country,continent,repository_code,archive_type,filmoteca_vasca_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/193884904,"Desembarco de Elkano (Getaria, septiembre de 1928)",Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1928 | duração: 3´ | observações: Imágenes depositadas en la Filmoteca Vasca por Fernando Gracia Aboitiz en 2006. | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/13_desembarco_de_elkano.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/desembarco-de-elkano-getaria-septiembre-de-1928 | categorias oficiais: Decada 1920,1928,"Desembarco de Elkano (Getaria, septiembre de 1928)",1928-01-01,"Cotidiano, território e memória local",Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/129084886,"San Fermín (Pamplona-Iruñea, 1928)",Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1928 | duração: 13’ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/12_san_fermin.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/san-fermin-pamplona-irunea-1928 | categorias oficiais: Decada 1920,1928,"San Fermín (Pamplona-Iruñea, 1928)",1928-01-01,"Cotidiano, território e memória local",Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/129080060,Ezpatadantza en Saturrarán (14 de agosto de 1927),Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1927 | duração: 13´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/11_ezpatadantza_saturraran.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/ezpatadantza-en-saturraran-14-de-agosto-de-1927 | categorias oficiais: Decada 1920,1927,Ezpatadantza en Saturrarán (14 de agosto de 1927),1927-01-01,Patrimônio cinematográfico regional,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/113280168,Fiestas de Plencia (1927),Decada 1920; León Armando Zalvidea,"Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | direção/fonte: León Armando Zalvidea | ano: 1927 | duração: 12´ | observações: Película restaurada en 2002 con la colaboración del Gobierno Vasco y la Diputación Foral de Bizkaia, bajo la supervisión técnica de Peio Aldazabal (Filmoteca Vasca). | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/10_fiestas_plencia.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/fiestas-de-plencia-1927 | categorias oficiais: Decada 1920",1927,Fiestas de Plencia (1927),1927-01-01,Preservação e conservação,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/163687079,San Sebastián 1926. Levantamiento de pesas en el Frontón Moderno.,Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1926 | duração: 52´´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/09_san_sebastian_1926_levantamiento_fronton_moderno.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/san-sebastian-1926-levantamiento-de-pesas-en-el-fronton-moderno | categorias oficiais: Decada 1920,1926,San Sebastián 1926. Levantamiento de pesas en el Frontón Moderno.,1926-01-01,"Cotidiano, território e memória local",Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/919576263,El Día de Guipúzcoa,Decada 1920; Agustín Macasoli,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | direção/fonte: Agustín Macasoli | ano: 1924 | duração: 19´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/07_el_dia_de_guipuzcoa.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/el-dia-de-guipuzcoa | categorias oficiais: Decada 1920,1924,El Día de Guipúzcoa,1924-01-01,Patrimônio cinematográfico regional,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/289835827,Hacienda de Begoña,Decada 1920; Joaquín Echegaray,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | direção/fonte: Joaquín Echegaray | ano: 1924 | duração: 12´ | observações: Depósito realizado por Iratxe Artaza Etxegarai el 22 de mayo de 2012. | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/08_hacienda_de_begona.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/hacienda-de-begona | categorias oficiais: Decada 1920,1924,Hacienda de Begoña,1924-01-01,Patrimônio cinematográfico regional,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/1008358104,Inauguración del monumento homenaje a los soldados británicos caídos durante la Primera Guerra Carlista en el monte Urgull,Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1924 | duração: 9´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/cementerio_de_los_ingleses.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/inauguracion-monumento-homenaje-urgull | categorias oficiais: Decada 1920,1924,Inauguración del monumento homenaje a los soldados británicos caídos durante la Primera Guerra Carlista en el monte Urgull,1924-01-01,Patrimônio cinematográfico regional,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/163687077,Fiesta campestre en la sociedad Euskal-Erria (1923),Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1923 | duração: 7´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/06_fiesta_campestre_sociedad_euskal_herria.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/fiesta-campestre-en-la-sociedad-euskal-erria-1923 | categorias oficiais: Decada 1920,1923,Fiesta campestre en la sociedad Euskal-Erria (1923),1923-01-01,Cinema basco e memória cultural,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/193871620,"Boda de Julián de Ajuria (Lezama, 4 de mayo de 1921)",Decada 1920,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1920 | ano: 1921 | duração: 18’ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/05_boda_de_julian_de_ajuria.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1920/boda-de-julian-de-ajuria-lezama-4-de-mayo-de-1921 | categorias oficiais: Decada 1920,1921,"Boda de Julián de Ajuria (Lezama, 4 de mayo de 1921)",1921-01-01,"Cotidiano, território e memória local",Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/836090670,Carrera ciclista,Ciclismo; Decada 1920; Depósito Eloísa Larrea Bastida,"Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Ciclismo | direção/fonte: Depósito Eloísa Larrea Bastida | ano: 1920-1929 | duração: 1´ 03´´ | observações: 9,5mm muda b/n | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/5308_6.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/ciclismo/carrera_ciclista_5308_6; https://filmoteka.eus/es/coleccion/multimedia/decada-1920/carrera_ciclista_5308_6 | categorias oficiais: Ciclismo; Decada 1920",1920-1929,Carrera ciclista,1920-1929,Esporte e cultura física,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/836090568,Carrera ciclista. Oñati,Ciclismo; Decada 1920; Depósito Fernando Olalde,"Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Ciclismo | direção/fonte: Depósito Fernando Olalde | ano: 1920-1929 | duração: 1´ 01´´ | observações: 9,5mm muda b/n | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/4377_3.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/ciclismo/carrera_ciclista_onati_4377_3; https://filmoteka.eus/es/coleccion/multimedia/decada-1920/carrera_ciclista_onati_4377_3 | categorias oficiais: Ciclismo; Decada 1920",1920-1929,Carrera ciclista. Oñati,1920-1929,Esporte e cultura física,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/113280171,"Imágenes del partido de inauguración del campo de fútbol de San Mamés (Bilbao, 21 de agosto de 1913)",Decada 1910,"Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1910 | ano: 1913 | duração: 3´ | observações: La película fue restaurada por la Filmoteca de Zaragoza en 1997, bajo la supervisión de Peio Aldazabal (Filmoteca Vasca) y Ana Marquesán (Filmoteca de Zaragoza). | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/04_inauguracion_campo_san_mames.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1910/imagenes-del-partido-de-inauguracion-del-campo-de-futbol-de-san-mames-bilbao-21-de-agosto-de-1913 | categorias oficiais: Decada 1910",1913,"Imágenes del partido de inauguración del campo de fútbol de San Mamés (Bilbao, 21 de agosto de 1913)",1913-01-01,Preservação e conservação,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/116427655,Irún (1912),Decada 1910,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1910 | ano: 1912 | duração: 16´ | observações: La película fue recuperada por la Filmoteca de Zaragoza y restaurada por la Filmoteca Vasca en 1995. | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/03_irun_1912.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1910/irun-1912 | categorias oficiais: Decada 1910,1912,Irún (1912),1912-01-01,Preservação e conservação,Plataforma externa de vídeo
Filmoteca Vasca,filmoteca-vasca,Spain,Europe,ES-PV-FILMOTECA-VASCA,Film archive with public multimedia collection,https://filmoteka.eus/,True,True,https://filmoteka.eus/es/coleccion/multimedia,Vimeo,https://vimeo.com/193870360,Nevada en Añorga,Decada 1930,Vídeo público da seção Multimedia da Filmoteca Vasca. | coleção: Decada 1930 | duração: 3´04´´ | thumbnail: https://filmoteka.eus/media/uploads/fondos/general_/01_nevada_en_anorga.jpg | URLs oficiais associadas: https://filmoteka.eus/es/coleccion/multimedia/decada-1930/nevada-en-anorga | categorias oficiais: Decada 1930,,Nevada en Añorga,,"Cotidiano, território e memória local",Plataforma externa de vídeo
