dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
asim,asim:2026-06-10T18:34:39Z,2026-06-10T18:34:39Z,,scripts/run_asim_pipeline.py,Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,ES-ASIM,Spain,Europe,Institutional film and audiovisual archive,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,europeanfilmgateway.eu,ok,200,acessivel,Disponível,Evidência pública detectável de audiovisual,Acesso por agregador audiovisual europeu,96,96,114,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca
asim,asim:2026-06-10T18:36:44Z,2026-06-10T18:36:44Z,,scripts/run_asim_pipeline.py,Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,ES-ASIM,Spain,Europe,Institutional film and audiovisual archive,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,europeanfilmgateway.eu,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por agregador audiovisual europeu,97,97,114,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca
