institution,slug,country,continent,repository_code,far_detail_url,archive_type,external_url,website_available,content_available_in_source
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,https://far-asso.fr/,Local audiovisual archive with public film catalog,https://far.memoirefilmiquenouvelleaquitaine.fr/films,True,True
