institution,slug,country,continent,repository_code,archive_type,filmoteca_valenciana_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/moros-y-cristianos-en-sax/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/pelicula-viviente-de-la-gran-fabrica-de-muebles-de-hijo-de-ventura-feliu-valencia/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/sanz-y-el-secreto-de-su-arte/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/travelling/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/valencia-inauguracion-de-la-lapida-conmemorativa-en-la-calle-pablo-iglesias/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/valencia-celebra-sus-fiestas-de-las-fallas/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/valencia-en-la-retaguardia/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/valencia-protectora-de-la-infancia/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/cine-valenciano/no-ficcion/villena/,ok,200,1,1,,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/familiar-2/,ok,200,0,0,Página de categoria ou ficha sem player Vimeo detectado.,
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,https://www.restauracionesfilmoteca.com/familiar-2/peliculas-domesticas-conservadas-en-el-archivo-filmico/,ok,200,4,4,,
