institution,slug,country,continent,repository_code,archive_type,ecpad_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
ECPAD - Établissement de communication et de production audiovisuelle de la Défense,ecpad,France,Europe,FR-ECPAD,Institutional military audiovisual archive with public Arkothèque catalog,https://archives.ecpad.fr/archives/archives,True,True,https://archives.ecpad.fr/archives/consulter-les-archives-en-ligne,archives.ecpad.fr,ok,200,parcial,https://archives.ecpad.fr/archives/consulter-les-archives-en-ligne,36026,12724,5,baixa,"Corpus ECPAD incorporado pela API Arkothèque do catálogo público. A faceta técnica separa 36301 registros do tipo Vídeo: 12724 com visual online e 23577 sem visual online. A coleta usa janelas oficiais de ordenação, período e data para respeitar o limite público de paginação da Arkothèque e materializou 36029 registros nesta rodada. Não baixa mídia e não contorna restrições. Lacuna registrada: 272 registros declarados pela API não foram alcançados pelas rotas públicas testadas.",
