institution,slug,country,continent,repository_code,dr_detail_url,archive_type,external_url,website_available,content_available_in_source
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,https://www.dr.dk/drtv/gensyn,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/,True,True
