institution,slug,country,continent,repository_code,cinematheque_francaise_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque française / Musée du cinéma,cin-math-que-fran-aise-mus-e-du-cin-ma,France,Europe,FR-CINEMATHEQUE-FRANCAISE,https://www.cinematheque.fr/les-collections-de-la-cinematheque-francaise.html,National cinematheque and online film streaming platform,https://www.cinematheque.fr/henri/,True,True
