institution,slug,country,continent,repository_code,filmoteca_valenciana_detail_url,archive_type,external_url,website_available,content_available_in_source
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,Film archive with public restored-film streaming subset and larger restricted catalogue,https://www.restauracionesfilmoteca.com/,True,True
