institution,slug,country,continent,repository_code,cdna_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,True,True
