institution,slug,country,continent,repository_code,cinememoire_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,Institutional amateur and family film archive,https://cinememoire.net/recherche-simple,True,True
