institution,slug,country,continent,repository_code,luce_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinecittà - Archivio Luce,cinecitt-archivio-luce,Italy,Europe,IT-CINECITTA-LUCE,https://www.archivioluce.com/,Historical film and audiovisual archive,https://patrimonio.archivioluce.com/luce-web/search/result.html?query=&jsonVal=%7B%22jsonVal%22%3A%7B%22startDate%22%3A%22%22%2C%22endDate%22%3A%22%22%2C%22fieldDate%22%3A%22dataNormal%22%2C%22_perPage%22%3A20%2C%22archiveType_string%22%3A%22%5C%22xDamsCineLuce%5C%22%22%7D%7D&activeFilter=archiveType_string,True,True
