institution,slug,country,continent,repository_code,ppa_detail_url,archive_type,external_url,website_available,content_available_in_source
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,https://portal.arquivos.pt/,National archival aggregator,https://portal.arquivos.pt/,True,True
