institution,slug,country,continent,repository_code,archive_type,home_movies_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Fondazione Home Movies / Archivio Nazionale del Film di Famiglia,fondazione-home-movies-archivio-nazionale-del-film-di-famiglia,Italy,Europe,IT-HOME-MOVIES-MEMORYSCAPES,Home movie and private film archive with public digital platform,https://www.homemovies.it/,True,True,https://www.memoryscapes.it/en/archive,memoryscapes.it,ok,200,ok,https://www.memoryscapes.it/en/project,4593,4593,11,False,"total declarado pela API: 4613; IDs listados: 4613; detalhes sem player público, com erro ou duplicados: 20",
