institution,slug,country,continent,repository_code,cnc_aff_detail_url,archive_type,external_url,website_available,content_available_in_source
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,National film archive,https://www.europeanfilmgateway.eu/content/archives-fran%C3%A7aises-du-film-du-cnc-bois-darcy,True,True
