institution,slug,country,continent,repository_code,cna_detail_url,archive_type,external_url,website_available,content_available_in_source
Centre national de l'audiovisuel (CNA),cna-luxembourg,Luxembourg,Europe,LU-CNA,https://cna.public.lu/en.html,National audiovisual archive,https://cnasearch.public.lu/searchprofiles/run/4/film,True,True
