institution,slug,country,continent,repository_code,archive_type,ina_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/19182/,"Catalogue d'archives vidéos à acheter,Brut. - mediaclip","Catalogue d'archives vidéos à acheter,Brut. - mediaclip","Accédez à des vidéos inédites et toujours plus culte pour créer, raconter, informer.",,"Catalogue d'archives vidéos à acheter,Brut. - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4023/,"Catalogue d'archives vidéos à acheter,Culte - mediaclip","Catalogue d'archives vidéos à acheter,Culte - mediaclip","Actu du mois, rires, larmes, coups de gueules, moments forts de la télé. Ces événements qui nous rassemblent.",,"Catalogue d'archives vidéos à acheter,Culte - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4023/,"Catalogue d'archives vidéos à acheter,Culte - mediaclip","Catalogue d'archives vidéos à acheter,Culte - mediaclip","Actu du mois, rires, larmes, coups de gueules, moments forts de la télé. Ces événements qui nous rassemblent.",,"Catalogue d'archives vidéos à acheter,Culte - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4014/,"Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip","Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip","Littérature, cinéma, théâtre, musique, peinture… Ceux qui font la culture et ceux qui en parlent.",,"Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4014/,"Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip","Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip","Littérature, cinéma, théâtre, musique, peinture… Ceux qui font la culture et ceux qui en parlent.",,"Catalogue d'archives vidéos à acheter,Culture & médias - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4017/,"Catalogue d'archives vidéos à acheter,Economie - mediaclip","Catalogue d'archives vidéos à acheter,Economie - mediaclip","Crises et croissance, salariés et patrons, GAFA et PME, anciens et nouveaux modèles.",,"Catalogue d'archives vidéos à acheter,Economie - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4017/,"Catalogue d'archives vidéos à acheter,Economie - mediaclip","Catalogue d'archives vidéos à acheter,Economie - mediaclip","Crises et croissance, salariés et patrons, GAFA et PME, anciens et nouveaux modèles.",,"Catalogue d'archives vidéos à acheter,Economie - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4010/,"Catalogue d'archives vidéos à acheter,Histoire - mediaclip","Catalogue d'archives vidéos à acheter,Histoire - mediaclip","Conflits, traités, conquêtes, défaites, victoires et discours mémorables.",,"Catalogue d'archives vidéos à acheter,Histoire - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4010/,"Catalogue d'archives vidéos à acheter,Histoire - mediaclip","Catalogue d'archives vidéos à acheter,Histoire - mediaclip","Conflits, traités, conquêtes, défaites, victoires et discours mémorables.",,"Catalogue d'archives vidéos à acheter,Histoire - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4020/,"Catalogue d'archives vidéos à acheter,International - mediaclip","Catalogue d'archives vidéos à acheter,International - mediaclip",Phénomènes de société à l’étranger et géopolitique mondiale.,,"Catalogue d'archives vidéos à acheter,International - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4020/,"Catalogue d'archives vidéos à acheter,International - mediaclip","Catalogue d'archives vidéos à acheter,International - mediaclip",Phénomènes de société à l’étranger et géopolitique mondiale.,,"Catalogue d'archives vidéos à acheter,International - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4002/,"Catalogue d'archives vidéos à acheter,Personnalités - mediaclip","Catalogue d'archives vidéos à acheter,Personnalités - mediaclip","Artistes, politiciens, scientifiques, génies, criminels qui ont marqué l'Histoire.",,"Catalogue d'archives vidéos à acheter,Personnalités - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4002/,"Catalogue d'archives vidéos à acheter,Personnalités - mediaclip","Catalogue d'archives vidéos à acheter,Personnalités - mediaclip","Artistes, politiciens, scientifiques, génies, criminels qui ont marqué l'Histoire.",,"Catalogue d'archives vidéos à acheter,Personnalités - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4026/,"Catalogue d'archives vidéos à acheter,Planète - mediaclip","Catalogue d'archives vidéos à acheter,Planète - mediaclip","Biodiversité, climat, ressources naturelles, bouleversements écologiques.",,"Catalogue d'archives vidéos à acheter,Planète - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4026/,"Catalogue d'archives vidéos à acheter,Planète - mediaclip","Catalogue d'archives vidéos à acheter,Planète - mediaclip","Biodiversité, climat, ressources naturelles, bouleversements écologiques.",,"Catalogue d'archives vidéos à acheter,Planète - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4029/,"Catalogue d'archives vidéos à acheter,Politique - mediaclip","Catalogue d'archives vidéos à acheter,Politique - mediaclip","Les femmes, les hommes, les textes et les grands débats qui font vivre nos institutions.",,"Catalogue d'archives vidéos à acheter,Politique - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4029/,"Catalogue d'archives vidéos à acheter,Politique - mediaclip","Catalogue d'archives vidéos à acheter,Politique - mediaclip","Les femmes, les hommes, les textes et les grands débats qui font vivre nos institutions.",,"Catalogue d'archives vidéos à acheter,Politique - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4008/,"Catalogue d'archives vidéos à acheter,Santé - mediaclip","Catalogue d'archives vidéos à acheter,Santé - mediaclip","Vaccins, médicaments, avancées technologiques : les découvertes qui ont changé nos vies.",,"Catalogue d'archives vidéos à acheter,Santé - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4008/,"Catalogue d'archives vidéos à acheter,Santé - mediaclip","Catalogue d'archives vidéos à acheter,Santé - mediaclip","Vaccins, médicaments, avancées technologiques : les découvertes qui ont changé nos vies.",,"Catalogue d'archives vidéos à acheter,Santé - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4006/,"Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip","Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip","Progrès technologique, conquête spatiale, grandes découvertes et scientifiques célèbres.",,"Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4006/,"Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip","Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip","Progrès technologique, conquête spatiale, grandes découvertes et scientifiques célèbres.",,"Catalogue d'archives vidéos à acheter,Science & innovation - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/10621/,"Catalogue d'archives vidéos à acheter,Société - mediaclip","Catalogue d'archives vidéos à acheter,Société - mediaclip","Accédez à des vidéos inédites et toujours plus culte pour créer, raconter, informer.",,"Catalogue d'archives vidéos à acheter,Société - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/10621/,"Catalogue d'archives vidéos à acheter,Société - mediaclip","Catalogue d'archives vidéos à acheter,Société - mediaclip","Accédez à des vidéos inédites et toujours plus culte pour créer, raconter, informer.",,"Catalogue d'archives vidéos à acheter,Société - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/id/4011/,"Catalogue d'archives vidéos à acheter,Sport - mediaclip","Catalogue d'archives vidéos à acheter,Sport - mediaclip","Exploits, défaites, légendes du sport et spectateurs qui les suivent.",,"Catalogue d'archives vidéos à acheter,Sport - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/id/4011/,"Catalogue d'archives vidéos à acheter,Sport - mediaclip","Catalogue d'archives vidéos à acheter,Sport - mediaclip","Exploits, défaites, légendes du sport et spectateurs qui les suivent.",,"Catalogue d'archives vidéos à acheter,Sport - mediaclip",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/video/Hj5TdCiqA5GINTJSHNNKQdq9MpE/U43NXzBnxynL6SM=/sl_iv/R30rre1cncfYmkKKzml0RQ==/sl_hm/B3SaUn8L7TcYqUUTzXcCC8fk4G6aaUcQXD9TmVdyOQCQCR2iSib+ZCnPTHScX3GyhgPUT3gvAs3uc68tq/CH4A==/sl_e/1779635780?7cevW4GeSMY4BWLkLNSjH0oIe,,,,,https://mediaclip.ina.fr/video/Hj5TdCiqA5GINTJSHNNKQdq9MpE/U43NXzBnxynL6SM=/sl_iv/R30rre1cncfYmkKKzml0RQ==/sl_hm/B3SaUn8L7TcYqUUTzXcCC8fk4G6aaUcQXD9TmVdyOQCQCR2iSib+ZCnPTHScX3GyhgPUT3gvAs3uc68tq/CH4A==/sl_e/1779635780?7cevW4GeSMY4BWLkLNSjH0oIe,,Tema não identificado,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/video/RnwzAjt2VJLKEeDzOE/lK8ZiPsyl3mPRGMVrsg+nxyY=/sl_iv/nhg8HdF9w37vhGBnEdy8/Q==/sl_hm/7Aq/7BBDBlbgE1fm3bIxFpoaaUUnejQCcbk/7Tm8Ps6EJAilu7RvqGWTkYUkLwt+6c8KKSyhmifWweilf1Qbxw==/sl_e/1779635781?cKaVzh7a0tEkDNMvwBeGWRcdP,,,,,https://mediaclip.ina.fr/video/RnwzAjt2VJLKEeDzOE/lK8ZiPsyl3mPRGMVrsg+nxyY=/sl_iv/nhg8HdF9w37vhGBnEdy8/Q==/sl_hm/7Aq/7BBDBlbgE1fm3bIxFpoaaUUnejQCcbk/7Tm8Ps6EJAilu7RvqGWTkYUkLwt+6c8KKSyhmifWweilf1Qbxw==/sl_e/1779635781?cKaVzh7a0tEkDNMvwBeGWRcdP,,Tema não identificado,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/video/iOYUJlF5XgCEzaRTNdvstNw0UjZh8Ft71JDNK6Ou24s=/sl_iv/io3p2PMNurf6ih4uvFOpSQ==/sl_hm/lGvdbhaaUEedh3gcgZICgFDUotpi08vF5ChZK/yHt7rSy4Hb1T7LDwI1xIFxX5tN1DCDOloefHTEGc+807a9/w==/sl_e/1779635780?xlwCfqvOhbi2Z1yNYc88L2ocI,,,,,https://mediaclip.ina.fr/video/iOYUJlF5XgCEzaRTNdvstNw0UjZh8Ft71JDNK6Ou24s=/sl_iv/io3p2PMNurf6ih4uvFOpSQ==/sl_hm/lGvdbhaaUEedh3gcgZICgFDUotpi08vF5ChZK/yHt7rSy4Hb1T7LDwI1xIFxX5tN1DCDOloefHTEGc+807a9/w==/sl_e/1779635780?xlwCfqvOhbi2Z1yNYc88L2ocI,,Tema não identificado,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/product/view/,"mediaclip, la catalogue clé-en-main de l'INA","mediaclip, la catalogue clé-en-main de l'INA","Accédez à des vidéos inédites et toujours plus culte pour créer, raconter, informer.",,"mediaclip, la catalogue clé-en-main de l'INA",,Digitalização e acesso,Catálogo comercial de licenciamento
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,National audiovisual archive,https://www.ina.fr/institut-national-audiovisuel,True,True,https://www.ina.fr/,Mediaclip INA,https://mediaclip.ina.fr/fr/inacatalog/theme/view/,"mediaclip, la catalogue clé-en-main de l'INA","mediaclip, la catalogue clé-en-main de l'INA","Accédez à des vidéos inédites et toujours plus culte pour créer, raconter, informer.",,"mediaclip, la catalogue clé-en-main de l'INA",,Digitalização e acesso,Catálogo comercial de licenciamento
