institution,slug,country,continent,repository_code,aqshf_detail_url,archive_type,external_url,website_available,content_available_in_source
Arkivi Qendror Shtetëror i Filmit / The Albanian National Film Archive,arkivi-qendror-shtet-ror-i-filmit-the-albanian-national-film-archive,Albania,Europe,AL-AQSHF,https://aqshf.gov.al/,Institutional film archive,https://aqshf.gov.al/en/motion-pictures-listing/,True,True
