institution,slug,country,continent,repository_code,cpsa_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque des Pays de Savoie et de l'Ain,cin-math-que-des-pays-de-savoie-et-de-l-ain,France,Europe,FR-CPSA,https://www.letelepherique.org/,Regional audiovisual and amateur film archive,https://www.letelepherique.org/le-catalogue-des-collections-527-0-0-0.html,True,True
