institution,slug,country,continent,repository_code,sfa_detail_url,archive_type,external_url,website_available,content_available_in_source
Arhiv Republike Slovenije - Slovenski filmski arhiv,arhiv-republike-slovenije-slovenski-filmski-arhiv,Slovenia,Europe,SI-AS-1086,https://www.gov.si/drzavni-organi/organi-v-sestavi/arhiv/o-arhivu/slovenski-filmski-arhiv/,Institutional film archive,https://vac.sjas.gov.si/vac/search/details?id=25366,True,True
