institution,slug,country,continent,repository_code,archive_type,europeana_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Europeana,europeana,Netherlands,Europe,EU-EUROPEANA,European cultural aggregator with audiovisual records,https://www.europeana.eu/,True,True,https://www.europeana.eu/,europeana.eu,ok,200,integro,https://www.europeana.eu/,20,514205,5,alta,Corpus cultural europeu amplo incorporado com recorte audiovisual. O catálogo não equivale a um arquivo audiovisual especializado: registra apenas resultados públicos filtrados por mídia e por sinais audiovisuais.,HTTP 403,20,20,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Agregador cultural europeu com recorte audiovisual,Acesso por agregador cultural europeu com recorte audiovisual
