institution,slug,country,continent,repository_code,ciclic_detail_url,archive_type,external_url,website_available,content_available_in_source
CICLIC - Centre-Val-de-Loire,ciclic-centre-val-de-loire,France,Europe,FR-CICLIC,https://memoire.ciclic.fr/,Institutional film and audiovisual archive,https://memoire.ciclic.fr/,True,True
