institution,slug,country,continent,repository_code,archive_type,anf_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-ciuleandra,CIULEANDRA / KIULEANDRA,Dramă,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1985 / 120’ / color / Dramă Regia: Sergiu Nicolaescu Scenariul: Anușavan Salamanian, Sergiu Nicolaescu Cu: Ion Rițiu, Ștefan Iordache, Gheorghe Cozorici, Anca Nicola, Gilda Marinescu, Cornel Gârbea, Alexandru Dobrescu, Romeo Pop Produs de: Casa de filme 3 După ce își ucide...",1985,CIULEANDRA / KIULEANDRA,1985-01-01,Ficção cinematográfica,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-razboiul-domnitelor,RĂZBOIUL DOMNIȚELOR / THE WAR OF THE LADIES,Film de aventuri,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1969 / 86’ / color / Film de aventuri Regia: Virgil Calotescu Scenariul: Alecu Ivan Ghilia Cu: Ștefan Ciubotărașu, Ilinca Tomoroveanu, Ilarion Ciobanu, Amza Pellea, Ioana Drăgan, Ion Dichiseanu, Matei Alexandru, Lucia Boga, Val Săndulescu, Toma Caragiu, Dumitru Rucăreanu, Jean Lo...",1969,RĂZBOIUL DOMNIȚELOR / THE WAR OF THE LADIES,1969-01-01,Ficção cinematográfica,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-razbunarea-haiducilor,RĂZBUNAREA HAIDUCILOR / THE OUTLAWS TAKE REVENGE,"Dramă, istoric","Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1968 / 91’ / alb-negru / Dramă, istoric Regia: Dinu Cocea Scenariul: Eugen Barbu, Mihai Opriș, Dinu Cocea Cu: Emanoil Petruț, Marga Barbu, George Constantin, Toma Caragiu, Elisabeta Jar, Olga Tudorache, Colea Răutu, Marin Moraru, Jean Constantin, Florin Scărlătescu, Mihai Pălădes...",1968,RĂZBUNAREA HAIDUCILOR / THE OUTLAWS TAKE REVENGE,1968-01-01,Ficção cinematográfica,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-noi-romanii-sarbatorile-unirii,NOI – ROMÂNII; SĂRBĂTORILE UNIRII,,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | NOI – ROMÂNII România / 1942 / 25’ / a/n / Documentar / AG / Versiune digitalizată de Arhiva Națională de Filme Film documentar de propagandă despre istoria poporului român, ""o evocare sintetica a istoriei României"". Filmul a fost realizat ""ca urmare a consecințelor Dictatului de la Viena""...",1942,NOI – ROMÂNII; SĂRBĂTORILE UNIRII,1942-01-01,Documentário e registro histórico,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-aventura-fericita,AVENTURA FERICITĂ,Comedie,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1935 / 77’ / a/n / Comedie / AG / Versiune digitalizată de Arhiva Națională de Filme Regia: Jean Georgescu Scenariul: André Aubergé Cu: Tania Fedor, Randall, Alcover, Simone Deguyse, Francois Rozet Produs de: S.A.F.O. (Societé Artistique des Films Orion) Filmul relatează po...",1935,AVENTURA FERICITĂ,1935-01-01,Ficção cinematográfica,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-bing-bang,BING BANG,Comedie muzicală,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1935 / 74’ / a/n / Comedie muzicală / AG / Versiune digitalizată de Arhiva Națională de Filme Regia: Nicolae Stroe și Vasile Vasilache Scenariul: Nicolae Stroe, Vasile Vasilache, I. Argani Cu: Nicolae Stroe, Vasile Vasilache, Nutzi Pantazi, Grigore Vasiliu-Breloc (Birlic) Prod...",1935,BING BANG,1935-01-01,Ficção cinematográfica,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-sociologii-documentaristi-filmele-lui-henri-h-stahl,SOCIOLOGI DOCUMENTARIȘTI: FILMELE LUI HENRI H. STAHL,,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | SOCIOLOGI DOCUMENTARIȘTI: FILMELE LUI HENRI H. STAHL România / 1932-1936 / 102’ / a/n / Documentare sociologice / AG / Versiune digitalizată de Arhiva Națională de Filme Programul cuprinde două mediu-metraje documentare realizate în anii '30 de cercetători ai vremii în cadrul campaniilor mono...",1932-1936,SOCIOLOGI DOCUMENTARIȘTI: FILMELE LUI HENRI H. STAHL,1932-1936,Documentário e registro histórico,Plataforma externa de exibição online
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,Institutional film archive,http://www.anf-cinemateca.ro/,True,True,https://eventbook.ro/program/cinemateca-online,Eventbook,https://eventbook.ro/film/bilete-cinemateca-online-istorii-industriale-munca-in-perioada-interbelica,ISTORII INDUSTRIALE. MUNCA ÎN PERIOADA INTERBELICĂ,Filme utilitare,"Cinemateca Online atribuída à Arhiva Națională de Filme. | Página pública de programação/streaming no Eventbook; sem player aberto detectado no HTML. Regime de acesso indicado: 12 RON, com compra/login. A própria página indica visualização restrita ao território romeno. | România / 1928-1939 / 90’ / a/n / Filme utilitare / AG / Versiune digitalizată de Arhiva Națională de Filme Programul este compus din nouă scurt-metraje utilitare realizate în perioada 1928-1939 - filme industriale, didactice și publicitare -, multe dintre ele descoperite la masa de montaj de ce...",1928-1939,ISTORII INDUSTRIALE. MUNCA ÎN PERIOADA INTERBELICĂ,1928-1939,Documentário e registro histórico,Plataforma externa de exibição online
