institution,slug,country,continent,repository_code,archive_type,aamod_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Archivio Audiovisivo del movimento operaio e democratico,archivio-audiovisivo-del-movimento-operaio-e-democratico,Italy,Europe,IT-AAMOD,Institutional audiovisual archive,https://aamod.it/,True,True,https://aamod.it/,aamod.it,ok,200,integro,https://aamod.it/,6,4,8,media,"Corpus institucional incorporado por superfície oficial do AAMOD. A coleta usa vídeos incorporados na página inicial e fichas públicas do WordPress; o catálogo xDams/Archivi online foi sondado, mas não respondeu de forma estável nesta rodada. Nenhum arquivo de mídia é baixado.","http://patrimonio.aamod.it/aamod-web/: HTTPConnectionPool(host='patrimonio.aamod.it', port=80): Max retries exceeded with url: /aamod-web/ (Caused by ConnectTimeoutError(<HTTPConnection(host='patrimonio.aamod.it', port=80) at 0x201a521b650>, 'Connection to patrimonio.aamod.it timed out. (connect timeout=6)')); http://opac.aamod.xdams.net/aamod-web/film: HTTPConnectionPool(host='opac.aamod.xdams.net', port=80): Max retries exceeded with url: /aamod-web/film (Caused by NameResolutionError(""HTTPConnection(host='opac.aamod.xdams.net', port=80): Failed to resolve 'opac.aamod.xdams.net' ([Errno 11001] getaddrinfo failed)""))"
