institution,slug,country,continent,repository_code,archive_type,cdna_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20260119160722290/C%20P8%20TRA02%200098%20DE_WEB.mp4,Etoile Sportive - La Rochefoucauld,Roger NADAUD,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:27:33 | ano/período: 27 Mai - 21 Août 1937 | realização: Roger NADAUD | data de publicação: 2026-01-19 | De jeunes hommes réalisent des exercices de gymnastique dans le cadre des activités et des sorties du club sportif, masculin et catholique ""L'Etoile Sportive de la Rochefoucauld"", dans de nombreuses localités françaises, en 1937. Film issu des collections de Trafic Image | Charente. 00'00 BT Carton ""Etoile Sportive La Rochefoucauld Sorties 1937"". Carton ""A Aigre, 27 Juin"". / 00'10 EXT Des adolescents et jeunes hommes [tenue blanche et béret de l'Etoile sportive] font plusieurs exercices de gymnastique [figures sur barre de gymnastique et barre parallèle] sur un terrain. Les groupes de jeunes sportifs posent et défilent sur le terrain. Portraits d'un officier [gendarmerie ?] et d'un religieux observant les sportifs. / Paris. 02'26 BT Carton ""A Paris, 9-12 Juillet"". / 02'31 Des groupes de sportifs réalisent des exercices de gymnastique devant des spectateurs [prêtres], assis au bord du terrain et dans les tribunes. / 04'33 Des jeunes sportifs font une course de relais, sur une piste, devant un public. / 04'45 Des jeunes sportifs réalisent une série d'exercices de gymnastique : levée de cerceaux, pyramide humaine sur les barres parallèles. / 05'08 Un orchestre défile dans le stade, au milieu d'un public assis sur des gradins et des sportifs debout sur le terrain. Puis, les sportifs défilent dans le stade. / 05'41 Les sportifs réalisent collectivement des exercices de gymnastique au milieu du stade. Un homme donne ses indications aux sportifs depuis une...",27 Mai - 21 Août 1937
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251126121527231/C%20P9%20SPE01%200001%20PR%2002.mp4,Rassemblement pour la Paix à Peyrat-le-Château,Nestor SPEL,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:03:40 | ano/período: 25 septembre 1949 | realização: Nestor SPEL | data de publicação: 2025-11-26 | Dans le cadre de la naissance du Mouvement de la Paix, l'Association des Anciens FFI-FTPF organise une remise de décorations et un grand défilé dans les rues de Peyrat-le-Château (Haute-Vienne), en présence de Joseph Danos (ancien colonel FFI, militant communiste) et de Georges Guingouin (chef départemental du maquis FFI-FTPF, militant communiste), le 25 septembre 1949. --- Tournés par un militant communiste entre 1948 et 1949, ces films relatent le déroulement de plusieurs manifestations organisées dans le contexte de la naissance du Mouvement de la Paix. Officiellement apolitique, le Mouvement de la Paix est initié dans le monde par l’URSS en 1948 et piloté par les Partis communistes nati... | Peyrat-le-Château, Haute-Vienne. 00'00 EXT BT Peyrat-le-Château Dimanche 25 septembre. / 00'10 Georges Guingouin et un autre homme portent des gerbes de fleurs, près d'une foule de spectateurs arrivant près du monument aux morts. / 00'14 Un prêtre en soutane se tient au milieu d'un groupe d'anciens résistants. Les hommes [anciens résistants] portent un badge accroché à leur veste. / 00'19 Vue du monument aux morts de Peyrat-le-Château et de drapeaux tricolores. / 00'25 Un groupe d'anciens résistants alignés attend devant le monument aux morts, scruté par une foule de spectateurs. / 00'44 Un homme adresse un signal à Joseph Danos [tenue militaire] et les drapeaux l'entourant se lèvent. Deux hommes déposent une gerbe de fleurs au pied du monument. / 01'01 GP sur une boîte de médailles militaires, tenue par une femme. / 01'08 Joseph Danos décore les anciens résistants alignés devant le monument et leur serre la main. Georges Guingouin, à ses côtés, lit une allocution. Une femme les accompagne avec les médailles. / 02'41 Au milieu des spectateurs et des personnalités décorées, Georges Guingouin prononce un discours. Vues du monuments aux morts de la Première Guerre mondiale et des spe...",25 septembre 1949
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251027165321704/La%20Sculpture%20blanche_WEB.mp4,La Sculpture blanche,Jean-Pierre VALLADEAU,Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:05:18 | ano/período: 24 mai 1988 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-27 | Un groupe d'élèves découvre une étrange sculpture blanche conçue par leurs camarades au cours d'un atelier en 1988. | Localisation inconnue.,24 mai 1988
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251205114831281/Final_CP9SPE010002PR_02_WEB.mp4,Congrès Mondial des Partisans de la Paix 1949,Nestor SPEL,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:08:41 | ano/período: 23-24 Avril 1949 | realização: Nestor SPEL | data de publicação: 2025-12-05 | Une délégation du Comité départemental provisoire quitte Limoges (Haute-Vienne) pour se rendre à Paris, où se tient le premier Congrès Mondial des Partisans de la Paix, les 23 et 24 avril 1949. --- Tournés par un militant communiste entre 1948 et 1949, ces films relatent le déroulement de plusieurs manifestations organisées dans le contexte de la naissance du Mouvement de la Paix. Officiellement apolitique, le Mouvement de la Paix est initié dans le monde par l’URSS en 1948 et piloté par les Partis communistes nationaux pour s’opposer à la politique extérieure des Etats-Unis. En France, ce sont les organisations de masse du Parti communiste français (PCF) qui se chargent de structurer le mo... | Limoges, Haute-Vienne. 00'00 BT Vue d'une illustration de colombe, entourée de plusieurs mentions [""[...] à Buffalo""] [""Avril 1949""]. / 00'11 Vues de plusieurs groupes de personnes, attendant dans une rue. Un cortège de jeunes hommes défile près d'un autocar avec une pancarte [""La presse démocratique de Limoges au service de la Paix L'Echo du Centre La Marseillaise""] et une bannière [""La Jeunesse de la Haute-Vienne en lutte pour la Paix ne veut plus d'Oradour""]. / 00'22 Un autocar, orné de drapeaux tricolores, circule dans une rue. Une illustration de colombe est collée à l'une de ses fenêtres. / 00'27 Vues d'une foule de personnes rassemblée autour de l'autocar, sur la place Jourdan, près de la gare des Bénédictins. / Localisation inconnue. 00'39 Deux hommes exhibe la pancarte de l'Echo du Centre et un drapeau tricolore sur le toit d'un autocar. De jeunes adultes se rapprochent des autocars arrêtées sur une route de campagne. Un homme attache un fanion tricolore sur l'autocar. / Montrouge, Hauts-de-Seine. 00'50 EXT Vue d'une entrée du stade Buffalo de Montrouge, surmonté d'un slogan [""Vive le Congrès mondial des partisans de la Paix""], d'une illustration de colombe et de drapeaux...",23-24 Avril 1949
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251017153808758/Marie-C%C3%A9line%20et%20David_WEB.mp4,Marie-Céline et David,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:08:26 | ano/período: 21 août 1999 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-17 | Un couple célèbre son mariage et se rend aux différentes cérémonies, accompagné par les membres de la famille et de nombreux invités, à Saint-Ferme (Gironde), le 21 août 1999.",21 août 1999
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20250205080634115/X%20FHD%20CDL01%200063%20PD%20-%20spot-ne-jetez-pas-vos-films-2%2732_H.264.mp4,Avant-Programme : Ne jetez pas vos films !,CINEMATHEQUE DE NOUVELLE-AQUITAINE; Marc WILMART,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:02:32 | ano/período: 2024 | realização: CINEMATHEQUE DE NOUVELLE-AQUITAINE, Marc WILMART | data de publicação: 2025-10-23 | La Cinémathèque de Nouvelle-Aquitaine propose une courte séquence faite d’images de films de famille. Une forme d’hommage rendu aux cinéastes amateurs qui emmagasinent des souvenirs pour les revivre dans la représentation la plus vivante qui soit, celle du cinéma. D’où la devise proclamée par toutes les cinémathèques qui collectent et sauvegardent les images en mouvement : Ne jetez pas vos films !",2024
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/2025111310265773/71e%20Ostensions%20Saint-Junien_WEB.mp4,71èmes Ostensions à Saint-Junien,Jean-Pierre VALLADEAU,Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:29:27 | ano/período: 2009 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-11-13 | Reportage sur le déroulement des 71èmes Ostensions Limousines dans la ville de Saint-Junien (Haute-Vienne) en 2009.,2009
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251027152751287/Intermezzo_WEB.mp4,Intermezzo,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:03:01 | ano/período: 2005 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-27 | Cet intermède, réalisé par Jean-Pierre Valladeau en 2005, met en scène le défilement de 42 dessins de l'artiste et écrivain Daniel Depland au rythme d'une composition originale du réalisateur (absente du support original). | Localisation inconnue. 00'00 BT Intermezzo. / 00'04 Une succession de dessins abstraits et colorés défilent rapidement. Plusieurs gros plans (GP) et mouvements de caméra (PANO) mettent en avant les détails de chaque dessin et les animent. / 02'56 BT image et musique de jean-pierre valladeau d'après 42 dessins de daniel depland.",2005
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20260127172510668/C%20P9%20TRA02%200087%20DE_WEB.mp4,La Rochefoucauld - Concours de Musique,Roger NADAUD,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:12:22 | ano/período: 20-21 mai 1961 | realização: Roger NADAUD | data de publicação: 2026-01-27 | Les habitants de la Rochefoucauld décorent les rues de la ville pour le concours national de musique des 20 et 21 mai 1961. Au programme de ces journées : défilé d’orchestres dans les rues, rassemblements, concerts et spectacles de clowns. Film issu des collections de Trafic Image | Rochefoucauld, Charente. 00'00 BT Carton orange [""La Rochefoucauld, 20 21 Mai 1961 Concours de Musique""]. / 00'16 BT Carton orange [""C'est un film Roger Nadaud""]. / 00'23 Un groupe d'hommes manipule des sapins. / 00'31 Un homme court pour aider une femme, à installer une guirlande sur la devanture d'une boutique. / 00'40 Vue de la ville décorée de guirlandes. Puis, vue d'un homme en train de nettoyer un mur. / 00'59 Vues de femmes et d'hommes, en train de décorer la ville. Puis, vues des rues décorées. / 01'17 Deux femmes décorent les barrières d'une fenêtre. / 01'25 Vues des rues et des guirlandes. / 01'38 Deux hommes installent une guirlande avec l'aide d'une échelle. / 01'51 Portraits d'un homme puis d'une femme manipulant une guirlande. / 02'03 Vue d'individus dressant un sapin à la verticale dans une rue. Puis, vue d'une rue. / 02'26 Défilés successifs de plusieurs orchestres et de musiciens avec des uniformes distincts. Ils jouent du tambour et de la trompette, dirigés par un homme tenant une pancarte. / 04'21 Portrait d'un homme avec des médaillons sur la veste, parlant avec d'autres hommes. / 04'35 Vue des individus assis tous ensemble sur des gradins. Puis, vue d'un publi...",20-21 mai 1961
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20250723165244257/Caprice_WEB.mp4,Caprice,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:06:32 | ano/período: 1991 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-09-15 | Des formes abstraites et lumineuses apparaissent, disparaissent et dansent au rythme d'une partition de piano composée et interprétée par le réalisateur de ce film expérimental, Jean-Pierre Valladeau. | Localisation inconnue. 00'00 BT Caprice. / 00'03 Diverses formes géométriques lumineuses et colorées apparaissent et disparaissent frénétiquement, au rythme d'une composition de piano. / 01'17 Des panneaux lumineux et colorées clignotent frénétiquement, à tour de rôle, au rythme accéléré de la composition de piano. Puis, des silhouettes de violon bougent gré de la musique. / 01'57 Diverses vues de mains jouant du piano avec des effets colorés (filtre rouge) et de surimpression. / 02'10 Diverses silhouettes lumineuses et colorées - abstraites et figuratives (feuille, lotus) - clignotent et bougent frénétiquement selon le rythme du piano. / 02'59 Des formes triangulaires s'animent au rythme des notes de piano. Au second plan, diverses vues de la surface d'un lac. / 03'18 Diverses vues clignotantes d'un arbre et de formes abstraites. / 03'51 Des formes étoilées apparaissent et disparaissent au rythme de la musique. / 05'32 Diverses formes géométriques colorées clignotent selon le rythme des notes de piano. / 06'28 BT images et musique de jean-pierre- valladeau.",1991
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251027171858444/Les%20Stalles%20de%20Mortemart_WEB.mp4,Les Stalles de Mortemart,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:06:40 | ano/período: 1991 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-27 | Dans ce film expérimental réalisé en 1991, Jean-Pierre Valladeau filme les effigies bibliques et les silhouettes inquiétantes qui ornent les stalles - des sièges en bois médiévaux, traditionnellement réservés au clergé - dans l'église des Augustins de Mortemart (Haute-Vienne).",1991
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251009083338511/Pictures%20Details_WEB.mp4,Pictures Details,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:09:14 | ano/período: 1991 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-09 | Ce film expérimental de Jean-Pierre Valladeau, réalisé en 1991, s'intéresse aux détails des images (paysages, illustrations, peintures) pour mieux les décomposer et les animer dans un dialogue musical et frénétique avec l'abstraction. La composition originale du film est interprétée par Patrice Fouillaud, compositeur et ancien directeur du Conservatoire de Villeneuve-le-Roi (1982-2009).",1991
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251027160450871/Un%20album%20d_enfant_WEB.mp4,Un album d'enfant,Jean-Pierre VALLADEAU,Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:09:03 | ano/período: 1991 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-27 | Jean-Pierre Valladeau donne vie aux illustrations d'un conte pour enfants à l'aide de plusieurs techniques et narre l'histoire des animaux de la forêt dans ce film d'animation réalisé en 1991. | Localisation inconnue.,1991
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251117171007961/Institut%20de%20Gestion%20des%20Energies%20IV_WEB.mp4,Institut de Gestion des Energies IV,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:02:51 | ano/período: 1989 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-11-17 | Ce reportage institutionnel, réalisé par Jean-Pierre Valladeau, présente plusieurs étapes de la construction moderne du siège de l'Institut de Gestion des Energies à Limoges dans les années 1980. Note : Ces différentes archives filmiques constituent une série de rushs non exploités par son auteur pour la réalisation de ce reportage institutionnel. --- Crée au sein du laboratoire de thermodynamique de la Faculté des Sciences de Limoges au début des années 1980, l'Institut de Gestion des Energies (IGE) est une association scientifique ayant pour objectif de promouvoir l'architecture bioclimatique, de concevoir de nouveaux procédés permettant de réduire la production de déchets et le niveau de...",1989
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20250711161651699/Lumieres_WEB.mp4,Lumières,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:08:02 | ano/período: 1989 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-07-11 | Dans ce court métrage expérimental réalisé en 1989, Jean-Pierre Valladeau met en scène l'éternelle confrontation de l'ombre et de la lumière, du jour et de la nuit, à travers des motifs abstraits animés et rythmés par plusieurs compositions symphoniques d'Arnold Schönberg. | Localisation inconnue. 00'00 BT Lumières / 00'03 Succession de diverses animations visuelles, rythmée par le Quatuor à cordes n°3 [Arnold Schönberg] : des carrés blancs se reforment en boucle et des cercles de plusieurs couleurs s'animent et se superposent. / 01'31 Des lunes et des nuages, aux formes et couleurs variés, s'animent sur un fond noir et défilent de gauche à droite. / 01'49 Des flammes, aux formes et couleurs variées, s'animent et défilent rapidement de bas en haut. / 02'02 Une succession de motifs géométriques abstraits et de lettres, de différentes couleurs, s'animent et défilent rapidement. La musique d'Arnold Schönberg s'interrompt brutalement, pour laisser place à une succession de distorsions sonores. / 02'33 Divers motifs en forme d'étoiles clignotent rapidement. / 02'47 Diverses formes triangulaires et abstraites s'animent rapidement. / 03'07 Divers motifs géométriques, aux couleurs variées, défilent de bas en haut, au rythme du Quatuor à cordes n°3. / 04'04 Une succession de nuages clignotent, avant de défiler de gauche à droite. Puis, divers portraits abstraits clignotent. / 04'50 Une forme géométrique se dilate et se rétracte, en changeant de couleur. Une su...",1989
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251113093940159/Saint-Junien%20en%20Limousin_WEB.mp4,Saint-Junien en Limousin,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:34:46 | ano/período: 1984 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-11-13 | Dans ce film documentaire, Jean-Pierre Valladeau présente la riche histoire de sa ville natale, Saint-Junien, et revient sur ses nombreux attributs économiques, sociaux et culturels au début des années 1980.",1984
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251104170146697/La%20Ville%20Interdite_WEB.mp4,La Ville Interdite,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:18:20 | ano/período: 1978 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-11-04 | Ce film de fiction, réalisé par Jean-Pierre Valladeau en 1978, met en scène l'errance d'un peintre dans la Ville Interdite. Hanté par des images oniriques, le peintre y rencontre la Mort dont le règne touche bientôt à sa fin.",1978
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20260210151430134/Final_DP16DBGAU020005PR_WEB.mp4,L'Hôtel des Dieux,Philippe GAUTHIER,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:10:14 | ano/período: 1977 | realização: Philippe GAUTHIER | data de publicação: 2026-04-04 | Dans cette fiction de fin d'études réalisée en 1977, un représentant de commerce fait du porte-à-porte dans un hôtel où résident plusieurs divinités. | Localisation inconnue. 00'00 Carton BT ""L'hôtel de dieux"", puis ""avec Maynard Michel Granvale"". / 00'07 Cartons listant les acteurs, puis les participants aux différentes étapes du film [lumière, cadrage, son, montage]. Carton ""Réalisation Philippe Gauthier"". / 00'33 Diverses vues successives de figures mythologiques brodées. / 01'01 Le sablier s’écoule et tourne sur lui-même. / 01'09 Défilé de figures et de références mythologiques [Zeus, Sisyphe, Janus…] et d'images de femmes posant, découpées déposées sur un tissu. / 02'09 EXT Un homme monte l'escalier du Château de la Châtaigneraie, La Celle-Saint-Cloud depuis sa voiture [Citroën DS 20]. Sur les marches, un individu torse nu, portant un gilet sans manche ouvert et tenant un bâton courbé, est applaudi par trois autres individus. / 02'32 INT L’homme entre dans le hall de l’hôtel et voit un jeune homme en tenue de facteur, ailes sur tête et chevilles, tenant une lettre [Hermès?], qui monte les escaliers. L’homme monte également. / 03'09 L’homme sonne à une porte portant l’inscription ""Vénus"". Une femme lui ouvre, ils discutent, puis il reçoit une flèche en plastique dans le front. La femme se dirige vers l’enfant [Cupidon] tenant...",1977
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20250923092206833/La%20Route_WEB.mp4,La Route,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:07:37 | ano/período: 1977 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-09-23 | Les collectionneurs de voitures anciennes se rassemblent à Rochechouart, Saint-Junien et Saint-Martin-de-Jussac (Haute-Vienne) pour présenter leurs pièces de collection au public et participer à des courses dans les rues en 1977. | Rochechouart, Haute-Vienne. 00'06 BT La Route. Un film de Jean-Pierre Valladeau. En fond sonore, un morceau de musique classique interprété par un violon. / 00'20 EXT TRAV Des hommes et des femmes déguisés [vêtements années 1920, tenues de pilote, ombrelles] posent au volant de plusieurs voitures de collection [Renault NN, ?] effectuent une marche arrière et descendent près d'une foule de visiteurs. Des visiteurs photographient ensuite les automobiles et se rapprochent pour les observer de près. / 01'22 Un homme avec un chapeau noir visse un élément dans le moteur de sa voiture, sous le regard de plusieurs observateurs. / 01'34 Divers plans de visiteurs observant et photographiant les automobiles de collection [Amilcar CC, Citroën Traction 7 FFI, Rosengart LR2]. / 01'50 Divers plans de collectionneurs déguisés, posant et effectuant une manœuvre au volant de voitures de collection [Studebaker Commander 1929, De Dion Bouton 1925]. / 02'35 Des femmes se promènent entre les automobiles exposées avec une ombrelle. Puis, divers plans d'observateurs et d'exposants déguisés autour des voitures. / 02'54 Trois hommes discutent en marchant. / 02'59 La main d'un serveur verse du champagne dan...",1977
Cinémathèque de Nouvelle-Aquitaine,cin-math-que-de-nouvelle-aquitaine,France,Europe,FR-CDNA,Regional audiovisual and amateur film archive,https://cdna.memoirefilmiquenouvelleaquitaine.fr/,True,True,https://cdna.memoirefilmiquenouvelleaquitaine.fr/films,Cinémathèque de Nouvelle-Aquitaine,https://videos-cdna.memoirefilmiquenouvelleaquitaine.fr/20251014093523247/Rugby%20Beaupeyrat%2077_WEB.mp4,Rugby Beaupeyrat 77,Jean-Pierre VALLADEAU,"Ficha pública da CdNA; registro materializado a partir do endpoint público de filmes. | duração: 0:06:52 | ano/período: 1977 | realização: Jean-Pierre VALLADEAU | data de publicação: 2025-10-14 | Deux équipes de jeunes joueurs s'affrontent au cours d'un match de rugby au stade de Beaublanc (Limoges, Haute-Vienne) en 1977. | Limoges, Haute-Vienne.",1977
