institution,slug,country,continent,repository_code,archive_type,filmmuseum_dusseldorf_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/383018/besuch-einer-dusseldorfer-delegation-bei-der-steubenparade,BESUCH EINER DÜSSELDORFER DELEGATION BEI DER STEUBEN-PARADE (Fragment),Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"Besuch einer Düsseldorfer Delegation bei der Steuben-Parade mit dem historischen Düsseldorfer Fanfarenchorps (Quelle: Filmmuseum Düsseldorf) Düsseldorf, Brauchtum/Karneval, Musik/Fanfarenchorps, Steuben-Parade | objektnummer: FM.Film.30648 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/383018/besuch-einer-dusseldorfer-delegation-bei-der-steubenparade | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,BESUCH EINER DÜSSELDORFER DELEGATION BEI DER STEUBEN-PARADE (Fragment),ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/383688/dusseldorf-wahrend-des-krieges-ii,DÜSSELDORF WÄHREND DES KRIEGES II,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"Düsseldorf, Weltkrieg 1939 - 1945 | objektnummer: FM.Film.31318 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/383688/dusseldorf-wahrend-des-krieges-ii | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,DÜSSELDORF WÄHREND DES KRIEGES II,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/383690/dusseldorf-wahrend-des-krieges-iii,DÜSSELDORF WÄHREND DES KRIEGES III,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"Düsseldorf, 2. Weltkrieg | objektnummer: FM.Film.31320 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/383690/dusseldorf-wahrend-des-krieges-iii | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,DÜSSELDORF WÄHREND DES KRIEGES III,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/384177/german-gouvernment-hosts-us-air-force-colonel,GERMAN GOUVERNMENT HOSTS U.S. AIR FORCE COLONEL,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"Steuben-Parade, Willy Brandt, Egon Bahr Ankunft von Lt. Col. Price am Berliner Flughafen Tempelhof mit: Willy Brandt, Pastor Albertz, Dr. von Eckhardt, Berliner Mauer, Brandenburger Tor, Bernauerstraße, Blumengebinde auf Bürgersteig Stuttgart: Daimler Benz Werk, Sindelfingen Hamburg: altes Rathaus, erster Bürgermeister Dr. Nevermann, Dr. Stahl, Hafenrundfahrt Düsseldorf: Schloss Benrath Bonn:Presse-Club Frankfurt/M- Abflug (Quelle: Filmmuseum Düsseldorf) Düsseldorf, Bonn, Hamburg, Berlin, Stuttgart, Politiker/Willy Brandt/Egon Bahr, Theologe/Pastor Albertz, Unternehmen/Daimler Benz, Medien/Presse-Club | objektnummer: FM.Film.31806 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/384177/german-gouvernment-hosts-us-air-force-colonel | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,GERMAN GOUVERNMENT HOSTS U.S. AIR FORCE COLONEL,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386031/rheinbahn-mannergesangsverein,RHEINBAHN: MÄNNERGESANGSVEREIN,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"-aneinander kopierte Titel (2'08 min.) - Ausflugsfahrt Männergesangverein (2'48 min.) - Ausflug zur Mosel (2'49 min.) - Auftritt Männergesangverein (2'41 min.) - Weg vom Hotel zum Bus (2'39 min.) - Moselfahrt (2'33 min.) - abendliches Beisammensein (2'36 min.) (Quelle: Filmmuseum Düsseldorf) Geographie/Fluss/Mosel, Verein/Männergesangverein, Düsseldorf/Rheinbahn | objektnummer: FM.Film.33660 | direção: Unbekannt | direitos: Rheinische Bahngesellschaft (-2004) | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386031/rheinbahn-mannergesangsverein | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,RHEINBAHN: MÄNNERGESANGSVEREIN,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386764/tonband-zuir-tonbildschau-dusseldorf,TONBAND ZUIR TONBILDSCHAU DÜSSELDORF,Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,Düsseldorf | objektnummer: FM.Film.34393 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386764/tonband-zuir-tonbildschau-dusseldorf | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.,ohne Datum,TONBAND ZUIR TONBILDSCHAU DÜSSELDORF,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386757/tonband-das-sonntagskonzert-altstadteneu-dusseldorf,"TONBAND: DAS SONNTAGSKONZERT, ALTSTÄDTE-NEU: DÜSSELDORF",Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,"Das Sonntagskonzert Moderation: Jochen Piel: Modenschau der Melodien aus Düsseldorf Botho-Lucas-Chor, Westf. Nachtigallen Altstädte-neu: Düsseldorf Maanuskript u. Gespräche: Ursula Deutschendorf In Fatty's Atelier Kaffee bei Lore Lorenz Die Altstadt historisch betrachtet Noch immer Heinrich Heine Keller, Kneipen, Künstler Im Hauptquartier der Radschläger Woher kommt das Düsseldorfer ""Alt""? (Quelle: Filmmuseum Düsseldorf) Düsseldorf, Musik | objektnummer: FM.Film.34386 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386757/tonband-das-sonntagskonzert-altstadteneu-dusseldorf | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,"TONBAND: DAS SONNTAGSKONZERT, ALTSTÄDTE-NEU: DÜSSELDORF",ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386758/tonband-dusseldorf-panoramique,TONBAND: DÜSSELDORF PANORAMIQUE,Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,"Düsseldorf, Brauchtum/Karneval | objektnummer: FM.Film.34387 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386758/tonband-dusseldorf-panoramique | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,TONBAND: DÜSSELDORF PANORAMIQUE,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386759/tonband-dusseldorfreportage-hilversum-1,"TONBAND: DÜSSELDORF-REPORTAGE, HILVERSUM 1",Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,Düsseldorf | objektnummer: FM.Film.34388 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386759/tonband-dusseldorfreportage-hilversum-1 | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.,ohne Datum,"TONBAND: DÜSSELDORF-REPORTAGE, HILVERSUM 1",ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386760/tonband-eroffnung-britische-woche,TONBAND: ERÖFFNUNG BRITISCHE WOCHE,Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,Düsseldorf | objektnummer: FM.Film.34389 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386760/tonband-eroffnung-britische-woche | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.,ohne Datum,TONBAND: ERÖFFNUNG BRITISCHE WOCHE,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386761/tonband-frank-valdor-luxemburg-kivel-und-mosterts-fanfar,"TONBAND: FRANK VALDOR, LUXEMBURG, KIVEL UND MOSTERTS, FANFARENKORPS DÜSSELDORF-OBERKASSEL",Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,"Frank Valdor: Congratiolation, Rock around the clock, Wärst du doch in Düsseldorf geblieben Luxemburg 7.9.1973: Hans über Düsseldorf Kivel und Mosterts: Ja, das ist Düsseldorf Kivel und Mosterts: Altstadt-Bummel Luxemburg 14.9.1973: Hans und Susanne über Düsseldorf Fanfarenkorps Düsseldorf-Oberkassel: Schöne Maid (Quelle: Filmmuseum Düsseldorf) Düsseldorf, Musik/Fanfarenkorps | objektnummer: FM.Film.34390 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386761/tonband-frank-valdor-luxemburg-kivel-und-mosterts-fanfar | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,"TONBAND: FRANK VALDOR, LUXEMBURG, KIVEL UND MOSTERTS, FANFARENKORPS DÜSSELDORF-OBERKASSEL",ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386762/tonband-telefonroulette-mit-dusseldorfquiz,TONBAND: TELEFON-ROULETTE MIT DÜSSELDORF-QUIZ,Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,Düsseldorf | objektnummer: FM.Film.34391 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386762/tonband-telefonroulette-mit-dusseldorfquiz | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.,ohne Datum,TONBAND: TELEFON-ROULETTE MIT DÜSSELDORF-QUIZ,ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386763/tonband-weekenstroo-radio-hilversum-2-karneval-in-dusseld,"TONBAND: WEEKENSTROO, RADIO HILVERSUM 2, KARNEVAL IN DÜSSELDORF",Ton/bewegtes Bild - Werk; Düsseldorf Nordrhein-Westfalen,"Düsseldorf, Brauchtum/Karneval | objektnummer: FM.Film.34392 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386763/tonband-weekenstroo-radio-hilversum-2-karneval-in-dusseld | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ohne Datum,"TONBAND: WEEKENSTROO, RADIO HILVERSUM 2, KARNEVAL IN DÜSSELDORF",ohne Datum,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/1021691/mobelhaus-vise,MÖBELHAUS VISÉ,Ton/bewegtes Bild - Werk; Werbefilm; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"""Werbefilm für das Möbelhaus Visé am Wehrhahn 16. Der Film zeigt zunächst die Stadt Düsseldorf an einem sonnigen Tag: das Jan Wellem Denkmal am Rathausplatz, das Dreischeibenhaus, die Königsallee, der Tausendfüßler mit Spaziergänger*innen, die Schadowstraße und den Wehrhahn. Dann sieht man die Vitrine des Ladens und wirft einen Blick hinein. Schicke Ausstattung von Sofas, Tische usw."" Quelle Océane Gonnet, Filmmuseum Düsseldorf, 2022. | objektnummer: FM.Film.63405 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/1021691/mobelhaus-vise | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",nach/ after 1960,MÖBELHAUS VISÉ,nach/ after 1960,"Publicidade, indústria e cultura comercial",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/1030868/brunnen-in-dusseldorf-teil-4,BRUNNEN IN DÜSSELDORF: Teil 4,Ton/bewegtes Bild - Werk; Amateurfilm; Architektur; Brunnen; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"""Vierter und letzter Teil eines Amateurfilms über die Düsseldorfer Brunnen. Der Film kommt ohne Einleitung und Abspann aus und ist deutlich kürzer als die drei vorherigen Teile. Er beginnt mit dem Segelbrunnen von Heinz Mack aus dem Jahr 1988, der am Platz der Deutschen Einheit steht. Im Hintergrund sind die Johanneskirche und das Dreischeibenhaus zu sehen. Es folgt ein unidentifizierter Brunnen. Danach geht es in die Altstadt, wo der Fischerjungenbrunnen von Willi Hoselmann aus dem Jahr 1938 neben der St. Lambertus Kirche steht. Anschließend wird der Floriansbrunnen von Karl-Heinz Klein gezeigt, der 1986 in Urdenbach aufgestellt wurde. Am Schloss Benrath werden Blumen, Brunnen und die Schlossfassade festgehalten. Es folgt ein weiterer unidentifizierter Brunnen. Zum Abschluss wird der Brunnen am Carlsplatz gefilmt, mit einem Korb-Marktstand im Hintergrund."" Quelle: Océane Gonnet, Filmmuseum Düsseldorf, 2022. | objektnummer: FM.Film.64125 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/1030868/brunnen-in-dusseldorf-teil-4 | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ca./ c. 1989,BRUNNEN IN DÜSSELDORF: Teil 4,ca./ c. 1989,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/382465/brunnen-in-dusseldorf-teil-3,BRUNNEN IN DÜSSELDORF: Teil 3,Ton/bewegtes Bild - Werk; Amateurfilm; Architektur; Kunst; Brunnen; Düsseldorf Nordrhein-Westfalen; Deutschland; direção: Unbekannt,"""Dritter Teil eines Amateurfilmes, wo der*ie Filmemacher*in sich auf die Suche nach Düsseldorfer Brunnen macht. Generell kann man sagen, dass die Brunnen immer von verschiedenen Standpunkten gezeigt werden, als Nah-und Großaufnahmen. Es wird immer wieder gezoomt, die Kamera läuft von oben nach unten oder eben seitlich. Lesebrunnen am Rathausufer 8; Großer Brunnen am Ehrenhof: eine Frau umrundet ihn mit Kind; die Umgebung wird auch gezeigt: Tonhalle, Lambertuskirche (Weitaufnahme); Heimatbrunnen von Karl-Heinz Klein, 1981. Es werden u.a. folgende Reliefs gezeigt: ""1288: Graf Adolf von Berg verleiht dem Dorf an der Düssel die Stadtrechte""; Louise Dumont, Arthur Schlossmann usw.; Kleine FontänenAnlage mit Bube und Enten, unidentifiziert; wieder der Vater Rhein, erst Details, dann Gesamtansicht. Enten auf Seerosen; wieder Musikbrunnen von Joachim Schmettau, 1986, Stadtbrückchen hinter dem Wilhelm-Marx-Haus. Diesmal ohne Wasser; Kleiner Brunnen vor dem K20, mehrere Ansichten der gegenüber liegenden Andreaskirche. Es ist merkbar, dass an einer Montage gearbeitet wurde um Abwechslung zu sc... | objektnummer: FM.Film.30095 | direção: Unbekannt | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/382465/brunnen-in-dusseldorf-teil-3 | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ca./ c. 1987,BRUNNEN IN DÜSSELDORF: Teil 3,ca./ c. 1987,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/1034605/gesetzgebung-betrifft-braunkohle,GESETZGEBUNG BETRIFFT: BRAUNKOHLE,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland,"""Dieser dokumentarische Film thematisiert den Braunkohletagebau im Rheinischen Braunkohlerevier. Der Film will ganz klar überzeugen, dennoch werden auch die Probleme angesprochen und nach Lösungen gesucht. Sehr viele Luftbilder zeigen die kontrastreiche Landschaft aus der Vogelperspektive: das Grüne, der Rhein und die Weser, die PORTA Westfalica, die historischen Städte, die modernen Städte. In Düsseldorf ist der frisch gebaute Rheinturm zu sehen und der Medienhafen. Die Musik wird großzügig im Rhythmus mit den Bildern eingesetzt. Der Konflikt zwischen Politik, Wirtschaft und Umwelt ist spürbar, es werden Statistiken gezeigt. Im Forschungslabor geht die Recherche weiter. Es werden auch Archive aus der Zeit des Zweiten Weltkrieges gezeigt, u.a. des zerstörten Ständehauses. Durch eine Bildmontage mit Doppelbelichtung sind die Politiker*innen mit der Fassade des Ständehauses zu sehen. Auch der Bürgermeister aus Garzweiler, wo 1983 ein Großtagebau entstanden war, kommt zu Wort und äußert seine Hoffnung auf Rücksicht auf die Einwohner*innen. Ganze Ortschaften wurden daraufhin umgesiedelt... | objektnummer: FM.Film.64447 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/1034605/gesetzgebung-betrifft-braunkohle | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ca./ c. 1985,GESETZGEBUNG BETRIFFT: BRAUNKOHLE,ca./ c. 1985,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,Film museum archive with public metadata catalogue and restricted media access,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,True,True,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,d:kult online,https://emuseum.duesseldorf.de/objects/386959/u--dusseldorf-damit-wir-mobil-bleiben,U - DÜSSELDORF. DAMIT WIR MOBIL BLEIBEN.,Ton/bewegtes Bild - Werk; <Dokumentarfilm>; Düsseldorf Nordrhein-Westfalen; Deutschland,"""Dieser sehr informative Dokumentarfilm zeigt die jahrelange Planung, Konzeption und Entstehung der Düsseldorfer U-Bahn, die 1968 zur Entlastung der Straßen in der Düsseldorfer Innenstadt beschlossen worden war. Die Nordachse wurde mit einer U-Bahn zwischen Kennedydamm und Hauptbahnhof bereichert, womit die ehemalige ""autogerechte Stadt"" der 60er-Jahre verabschiedet wird. Die jahrelangen Grabungen werden ausführlich geschildert, ebenso der geplante Streckenverlauf, die Baumaßnahmen und auch die nötigen Umleitungen für den Verkehr. Das Stadtbild und die Natur werden dabei besonders berücksichtigt. Anhand von Skizzen werden die komplizierten Vorhaben der Ingenieur*innen verständlich gemacht. Die erfolgreiche Zusammenarbeit zwischen den verschiedenen Feldern wird gelobt. Das Ratinger Tor musste gesichert werden, sowie das Wilhelm-Marx-Haus, das unterfahren wird. An der Heinrich Heine Allee musste zunächst ein neues Kiesbett für die Düssel zwischen Hofgarten und Rhein gelegt werden. Immer wieder ist eine fröhliche Musik zu hören. Wichtige Zahlen werden genannt, die sich der Zuschauende... | objektnummer: FM.Film.34588 | catálogo público d:kult: https://emuseum.duesseldorf.de/objects/386959/u--dusseldorf-damit-wir-mobil-bleiben | metadado audiovisual público; a página institucional do Filmmuseum Düsseldorf informa que o acesso ao Filmarchiv é restrito a pesquisa/consulta autorizada e pode envolver taxas. Não foi detectado player público de vídeo na ficha do objeto.",ca./ c. 1982,U - DÜSSELDORF. DAMIT WIR MOBIL BLEIBEN.,ca./ c. 1982,"Cotidiano, território e memória urbana",Metadados audiovisuais públicos com mídia local/autorizada
