institution,slug,country,continent,repository_code,archive_type,filmoteca_valenciana_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,restauracionesfilmoteca.com,ok,200,integro,https://www.restauracionesfilmoteca.com/inicio/,70,70,78,False,"O corpus representa o subsite público de restaurações com player Vimeo, não o catálogo integral da Filmoteca Valenciana/IVC. O catálogo geral e pedidos de visionamento/cópia permanecem como acesso institucional condicionado.",
