institution,slug,country,continent,repository_code,archive_type,cinematheque_francaise_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Cinémathèque française / Musée du cinéma,cin-math-que-fran-aise-mus-e-du-cin-ma,France,Europe,FR-CINEMATHEQUE-FRANCAISE,National cinematheque and online film streaming platform,https://www.cinematheque.fr/les-collections-de-la-cinematheque-francaise.html,True,True,https://www.cinematheque.fr/henri/,cinematheque.fr,ok,200,integro,https://www.cinematheque.fr/henri/,255,24,26,False,"Corpus incorporado pelo recorte público HENRI da Cinémathèque française. A instituição declara mais de 40.000 filmes em seu acervo físico, mas o organismo materializa 255 registros disponíveis na superfície pública HENRI e enriquece até 24 fichas, sem baixar mídia e sem afirmar cobertura total.",
