dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
far,far:2026-07-17T18:55:05Z,2026-07-17T18:55:05Z,,2026-07-17T18:55:05Z,2026-07-17T18:55:04Z,scripts/run_far_pipeline.py,1,1,1,479,479,1,4,1,1,1
far,far:2026-07-17T18:59:22Z,2026-07-17T18:59:22Z,,2026-07-17T18:59:22Z,2026-07-17T18:59:21Z,scripts/run_far_pipeline.py,1,1,1,479,479,1,4,1,1,1
