institution,slug,country,continent,repository_code,efg_detail_url,archive_type,external_url,website_available,content_available_in_source
European Film Gateway,european-film-gateway,Europa,Europe,EU-EFG,https://www.europeanfilmgateway.eu/,European film and audiovisual aggregator,https://www.europeanfilmgateway.eu/,True,True
