institution,slug,country,continent,repository_code,archive_type,iam_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel.mc/medias/le-plateau-des-spelugues/,Le plateau des Spélugues,palais de monaco,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds archives du palais | categoria: palais de monaco | palavras-chave: campagne, mer, paysage, port | lugares: la condamine quartier, monaco, monte carlo quartier, port dhercule | período: annees 1860 | tipo: photo professionnelle | técnica: noir et blanc | Le plateau des Spélugues - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Le plateau des Spélugues Photo professionnelle Fonds Archives du Palais Années 1860 En bas de l’image à gauche, on distingue le quartier de la Condamine face au port d’Hercule avant la construction de ses quais et digues. Au centre, on peut voir le plateau des Spélugues qui deviendra le quartier de Monte-Carlo. On y distingue notamment l’Hôtel d’Angleterre, l’Hôtel de Paris et le casino de Monte-Carlo. En arrière-plan, on distingue le Larvotto. Fichier numérique de la photographie d’origine conservée par...",2023
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel.mc/medias/vue-sur-le-rocher-et-lanse-de-fontvieille/,Vue sur le rocher et l’anse de Fontvieille,palais de monaco,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds archives du palais | categoria: palais de monaco | palavras-chave: campagne, mer, paysage | lugares: fontvieille quartier, monaco | período: annees 1860 | tipo: photo professionnelle | técnica: noir et blanc | Vue sur le rocher et l'anse de Fontvieille - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Vue sur le rocher et l’anse de Fontvieille Photo professionnelle Fonds Archives du Palais Années 1860 Vue sur le Rocher et l’anse de Fontvieille. Le bord de mer est bordé par des arbres. Sur le Rocher, on distingue le Palais de Monaco et quelques maisons. Fichier numérique de la photographie d’origine conservée par Les Archives du Palais. Année : 1867 Lieux : Fontvieille (quartier), Monaco Spécificités techniques : Noir et blanc Mots Clés : Campagne, Mer, Paysage Cote Archive : APM-Pn-731 Vue sur le Rocher et l’anse de Fontvieill...",2023
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20230912092524/MonacoInfo_01_TeaserINA-2.mp4,Bande-annonce des archives de Monaco Info,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | lugares: monaco | autores: direction de la communication du gouvernement princier, institut audiovisuel de monaco | período: annees 1990s, annees 2000s, annees 2010, annees 2020 | suporte: xd_cam_hd422 | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Bande-annonce des archives de Monaco Info - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Bande-annonce des archives de Monaco Info Film professionnel Fonds Monaco Info Années 1990, Années 2000, Années 2010, Années 2020 L’Institut audiovisuel de Monaco a réalisé ce court film de montage à des fins de communication de la collection Monaco Info nouvellement mise en ligne sur le site InaMedia.pro de l’Institut national audiovisuel. Les archives télévisuelles utilisées ont toutes été produites par la Direction...",2010
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20251008093707/Chantiers_09_Bilan_2019-1.mp4,Fin d’année pour le chantier de l’urbanisation en mer,"les grands chantiers, monaco info","Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: les grands chantiers, monaco info | palavras-chave: chantier, construction, extension, mer | lugares: larvotto quartier, monaco | autores: direction de la communication du gouvernement princier | período: annees 2010 | suporte: xd_cam_hd422 | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Fin d'année pour le chantier de l'urbanisation en mer - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Fin d’année pour le chantier de l’urbanisation en mer Film professionnel Fonds Monaco Info Années 2010 Cette fin d’année 2019 voit l’achèvement d’une étape importante du projet d’urbanisation en mer de la Principauté avec la fin de la phase de remblai qui fait émerger le socle du futur Eco-quartier. Time-lapse de l’avancée du chantier – Vues générales du chantier – Détails de l’opé...",2010
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20230912092740/MonacoInfo_05_Meeting_Herculis_2011-1.mp4,Meeting Herculis 2011,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | palavras-chave: competition, course, interview, sport | lugares: fontvieille quartier, monaco, stade louis ii nouveau | autores: direction de la communication du gouvernement princier | período: annees 2010 | suporte: dvcam | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Meeting Herculis 2011 - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Meeting Herculis 2011 Film professionnel Fonds Monaco Info Années 2010 Le 22 Juillet 2011, dans un stade plein de 18 000 spectateurs et une ambiance extraordinaire, le meeting Herculis a vécu une de ses plus belles soirées avec au niveau des performances 2 records continentaux, 7 records nationaux, ainsi que 4 records du meeting et 6 meilleures performances mondiales 2011. Les journalistes de Monaco Info ont pu inte...",2010
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20260413093238/INST14-Eaunergie.mp4,Une entreprise innovante,instantanes saison,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: instantanes saison | palavras-chave: chantier, construction, interview, port | lugares: monaco, port dhercule | autores: direction de la communication du gouvernement princier | período: annees 2010 | suporte: dvcam | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Une entreprise innovante - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Une entreprise innovante Film professionnel Fonds Monaco Info Années 2010 La rédaction de Monaco Info s’est intéressée à la société monégasque EauNergie qui propose des solutions adaptées à toutes les purifications d’eau, en favorisant un traitement par les énergies renouvelables. Durant les travaux du nouveau Yacht Club de Monaco, la société a pu alimenter le chantier en eau propre en puisant celle de la mer, grâce à une station labo...",2010
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel.mc/medias/alexis-gruss-et-son-cheval/,Alexis Gruss et son cheval,le cirque vu par deux photographes,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds mitti | categoria: le cirque vu par deux photographes | palavras-chave: animaux, cirque, spectacle | lugares: chapiteau de lespace fontvieille, fontvieille quartier | autores: vinaj jean charles | período: annees 2000s | suporte: negatif 24 x 36 | tipo: photo professionnelle | técnica: couleur | Alexis Gruss et son cheval - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Alexis Gruss et son cheval Photo professionnelle Fonds MITTI Années 2000 En 2001 lors du 25e Festival, l’écuyer Alexis Gruss montre un numéro d’une grande complicité avec son équidé qui prend ici le rôle du cheval comédien. Alexis Gruss s’inscrit dans la grande histoire du cirque par sa pratique qui fut novatrice et fondatrice pour la génération suivante. >> Poursuivre le parcours « Le cirque vu par deux photographes » en cliquant ici . Année : 2001 Auteurs :...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel.mc/medias/anthony-gatto-au-jonglage/,Anthony Gatto au jonglage,le cirque vu par deux photographes,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds mitti | categoria: le cirque vu par deux photographes | palavras-chave: cirque, spectacle | lugares: chapiteau de lespace fontvieille, fontvieille quartier | autores: vinaj jean charles | período: annees 2000s | suporte: negatif 24 x 36 | tipo: photo professionnelle | técnica: couleur | Anthony Gatto au jonglage - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Anthony Gatto au jonglage Photo professionnelle Fonds MITTI Années 2000 Le jongleur Anthony Gatto participe au 24e Festival International du Cirque en 2000. Son numéro s’apparente au jonglage aérien qui est devenu depuis les années 1970 la représentation stéréotypique de cette discipline. Les performances spectaculaires d’Anthony Gatto s’inscrivent dans une pratique qui se fait de plus en plus technique dans les années 1990-2000. Il a d’ailleurs figuré dans les années 2...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20241111131437/03_Atelier-cinema-au-centre-Princesse-Stephanie.mp4,Atelier cinéma au Centre Princesse Stéphanie,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | palavras-chave: acteur, actrice, camera, cineaste, groupe, interview, loisirs, tournage | lugares: fontvieille quartier, monaco | período: annees 2000s | suporte: dvcam | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Atelier cinéma au Centre Princesse Stéphanie - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Atelier cinéma au Centre Princesse Stéphanie Film professionnel Fonds Monaco Info Années 2000 Dans le cadre de son programme « Pass’sport culture », la Direction de l’éducation nationale parraine des activités sportives et culturelles pour les élèves de la Principauté, pendant leurs vacances scolaires. Le Centre de la jeunesse Princesse Stéphanie, organise à l’été 2008, sur les terrasses de Fontvieille, un atelier d’initiation à la réalisation de...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20251210162207/INST06-Bernice.mp4,Bernice (extrait),instantanes saison,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds les ballets de monte carlo | categoria: instantanes saison | palavras-chave: danse, interview, spectacle | lugares: ateliers des ballets de monte carlo, monaco | autores: leccia ange | período: annees 2000s | suporte: dvcam | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Bernice (extrait) - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Bernice (extrait) Film professionnel Fonds Les Ballets de Monte-Carlo Années 2000 Dans un documentaire réalisé en 2006 et diffusé sur les chaînes Télé Monte-Carlo et Mezzo, Ange Leccia tire le portrait de Bernice Coppieters, danseuse étoile des Ballets de Monte-Carlo, racontée par ceux dont elle est la muse, le modèle ou la partenaire. Des extraits des compositions les plus marquantes de sa carrière alternent avec des moments de vie personnelle. Dans l’extra...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20231219135835/INST-BALLETS-Essayages-avec-KL.mp4,Essayages avec KL,film amateur,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds les ballets de monte carlo | palavras-chave: danse | lugares: ateliers des ballets de monte carlo, beausoleil | período: annees 2000s | suporte: dvcam | tipo: film amateur | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Essayages avec KL - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Essayages avec KL Film amateur Fonds Les Ballets de Monte-Carlo Années 2000 À l’atelier des Ballets de Monte-Carlo, une caméra familière enregistre les préparatifs d’ Altro Canto , pièce créée par le chorégraphe Jean-Christophe Maillot pour le Printemps des arts de Monte-Carlo, dont la première est donnée le 19 avril 2006 au Grimaldi Forum. Karl Lagerfeld est le créateur des costumes, confectionnés sous la direction de Jean-Michel Lainé et de Virginie Viard de la Maison Chanel. Lors d’un essayage pour le danseur Alexis Dupuis-Le Blanc,...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20230912092659/MonacoInfo_04_Maradona-1.mp4,Inauguration de la Promenade des champions,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | palavras-chave: famille princiere, football, sport | lugares: larvotto quartier, monaco | autores: direction de la communication du gouvernement princier | período: annees 2000s | suporte: beta sp | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Inauguration de la Promenade des champions - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Inauguration de la Promenade des champions Film professionnel Fonds Monaco Info Années 2000 Les plus grands joueurs de football de l’histoire laissent leurs empreintes sur ce qui s’apparente au « Walk of Fame » du ballon rond mondial, sur une esplanade du bord de mer du Larvotto. Arrivée de Diego Maradona au milieu des photographes. Le prince héréditaire Albert coupe le ruban inaugural de la « Promenade des champions » so...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20241210162044/07_Le-prince-et-les-petulants.mp4,Le prince et les pétulants,film professionnel,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds les ballets de monte carlo | palavras-chave: danse, spectacle | lugares: grimaldi forum, larvotto quartier, monaco | período: annees 2000s | suporte: beta num | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Le prince et les pétulants - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Le prince et les pétulants Film professionnel Fonds Les Ballets de Monte-Carlo Années 2000 Pour le programme de fin d’année de la compagnie, Jean-Christophe Maillot conçoit une chorégraphie librement adaptée de La Belle au bois dormant . Il fait appel à ses plus fidèles collaborateurs : Ernest Pignon-Ernest pour la scénographie, Philippe Guillotel pour les costumes et Dominique Drillot pour la lumière. La Compagnie des Ballets conserve un montage filmé de cette création, réalisé à partir de la captation de la der...",2000
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20250520114400/P-00743-Salon-Imagina-1992.mov,"Imagina 1992, à la conquête des mondes virtuels",film professionnel,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco mediax | palavras-chave: groupe, television | lugares: centre de congres auditorium rainier iii, monaco, monte carlo quartier | período: annees 1990s | suporte: beta sp | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Imagina 1992, à la conquête des mondes virtuels - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Imagina 1992, à la conquête des mondes virtuels Film professionnel Fonds Monaco Mediax Années 1990 À partir de 1981, le Festival de télévision de Monte-Carlo accueille et développe un forum international des nouvelles images, initié par l’INA et son directeur de recherche, Philippe Martin. Devenu Imagina en 1986, ce forum propose à un public de professionnels un cycle de conférences, une compétition internationale de films et un salon de l’innovation. Produit par les organisa...",1992
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20250929173843/INST-Claudia-Cardinale.mp4,Ciao Claudina !,"instantanes saison, tmc","Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds tmc | categoria: instantanes saison, tmc | palavras-chave: actrice, interview, television | lugares: studios de tmc | autores: faroux bernard | período: annees 1990s | suporte: beta sp | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Ciao Claudina ! - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Ciao Claudina ! Film professionnel Fonds TMC Années 1990 Après une douzaine d’années passées sur TF1, Patrick Sabatier rejoint Télé Monte-Carlo et anime, de 1995 à 1998, Paroles de femmes, émission diffusée chaque jeudi soir, dont Claudia Cardinale est l’invitée du quatrième numéro. L’actrice aux cent-vingt films accepte le jeu de l’interview confession, parle de l’incroyable destin qui a été le sien, au moment où débute le tournage d’ Un été à la Goulette de Ferid Boughedir, à Tunis où elle est né...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,/wp-content/uploads/Chantiers_06_Construction_Galerie_marchande.mp4,Construction de la galerie marchande,les grands chantiers,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds legrand | categoria: les grands chantiers | palavras-chave: chantier, construction | lugares: centre commercial de fontvieille, fontvieille quartier, monaco | autores: legrand jean | período: annees 1990s | suporte: hi8 | tipo: film amateur | técnica: couleur, muet | fonte de vídeo: video/mp4 | Construction de la galerie marchande - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Construction de la galerie marchande Film amateur Fonds Legrand Années 1990 En lieu et place de l’ancien stade Louis II, plusieurs années sont nécessaires pour édifier la plus grande galerie marchande de Monaco. Son inauguration officielle eut lieu le 3 décembre 1992, tôt le matin avant l’ouverture aux clients. >> Poursuivre le parcours « Les grands chantiers » en cliquant ici . Année : 1990 Précision sur la date : 1990-1991-1992 Auteurs : Legrand Jea...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20241015130745/P-00666-David-Lynch-serie-culte.mov,David Lynch : série culte,film professionnel,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco mediax | palavras-chave: acteur, cineaste, interview, television | lugares: monaco | período: annees 1990s | suporte: vhs | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | David Lynch : série culte - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS David Lynch : série culte Film professionnel Fonds Monaco Mediax Années 1990 Lors de la 30ème édition du Festival International de Télévision de Monte-Carlo, le cinéaste américain David Lynch présente pour la première fois sa série Twin Peaks . Dans l’émission Télé Festival du 14 février 1990, sur un plateau aux côtés de l’acteur Michael Douglas et du réalisateur Gérard Oury, le cinéaste répond aux questions de David Hayter. Revenant sur les conditions de production de sa série, il s’amuse à raconter comment il a relevé le défi d’un tournage e...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20251003154642/INST-Ettore-Scola_SS15948.mp4,Ettore Scola à propos du néoréalisme,"instantanes saison, rmc","Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds rmc radio monte carlo | categoria: instantanes saison, rmc | palavras-chave: cineaste, interview | lugares: cannes | autores: courageux laurent | período: annees 1990s | suporte: k7 audio | tipo: son professionnel | técnica: sonore | fonte de vídeo: video/mp4 | Ettore Scola à propos du néoréalisme - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Ettore Scola à propos du néoréalisme Son professionnel Fonds RMC Radio Monte-Carlo Années 1990 Pour son émission Ciné-spectacle diffusée le samedi soir sur Radio Monte-Carlo, Laurent Courageux s’est déplacé aux Rencontres Cinématographiques de Cannes pour interviewer Ettore Scola, invité de la 10 e édition de la manifestation, organisée par l’association Cannes Cinéma. La présentation de trois de ses films, Nous nous sommes tant aimés (1974), Affreux, sales et méchants (1976), et Une...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel.mc/medias/la-poste-hongroise-des-alievs/,La poste hongroise des Alievs,le cirque vu par deux photographes,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds mitti | categoria: le cirque vu par deux photographes | palavras-chave: animaux, cirque, spectacle | lugares: chapiteau de lespace fontvieille, fontvieille quartier | autores: vinaj jean charles | período: annees 1990s | suporte: diapositive | tipo: photo professionnelle | técnica: couleur | La poste hongroise des Alievs - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS La poste hongroise des Alievs Photo professionnelle Fonds MITTI Années 1990 Les cavaliers Alievs, originaires du Tadjikistan, réalisent ici une véritable performance d’agilité, renouvelant la poste hongroise, sur un cheval lancé à vive allure le long de la piste du chapiteau de Fontvieille. Ce numéro s’inspire des pratiques utilisées par les paysans Csikòs pour mener leurs troupeaux. >> Poursuivre le parcours « Le cirque vu par deux photographes » en cliquant i...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20230912092546/MonacoInfo_02_Lancement-1.mp4,Lancement de Monaco à la Une,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | lugares: monaco | autores: direction de la communication du gouvernement princier | período: annees 1990s | suporte: beta sp | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Lancement de Monaco à la Une - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Lancement de Monaco à la Une Film professionnel Fonds Monaco Info Années 1990 Générique du lancement de la nouvelle chaîne « Monaco à la Une » produite et réalisée par le Centre de presse de la Principauté. Le commentaire off sur le générique (vue aérienne sur Monaco) présente le style du nouveau magazine « Monaco à la Une » qui sera consacré aux différents évènements et manifestations se déroulant à Monaco. Il sera diffusé chaque jour sur le canal local de la Principauté à partir du lundi 27 novembre, ave...",1990
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,Institut audiovisuel de Monaco,https://institut-audiovisuel-media-files.s3.eu-west-3.amazonaws.com/20241015130551/P-00658-Casse-noisette-circus.mov,Les Ballets de Monte-Carlo préparent Casse-noisette Circus,monaco info,"Registro público do tipo WordPress `medias` do Institut audiovisuel de Monaco. | fundo: fonds monaco info | categoria: monaco info | palavras-chave: cirque, danse, spectacle | lugares: chapiteau de lespace fontvieille, fontvieille quartier, monaco | período: annees 1990s | suporte: mini dv | tipo: film professionnel | técnica: couleur, sonore | fonte de vídeo: video/mp4 | Les Ballets de Monte-Carlo préparent Casse-noisette Circus - INSTITUT AUDIOVISUEL DE MONACO L’INSTITUT PROGRAMMES COLLECTIONS CONSULTATION Agenda BOUTIQUE / VOD PROFESSIONNELS Les Ballets de Monte-Carlo préparent Casse-noisette Circus Film professionnel Fonds Monaco Info Années 1990 En 1999, Jean-Christophe Maillot, chorégraphe-directeur des Ballets de Monte-Carlo, crée une nouvelle mise en scène du ballet Casse-noisette, sur la piste de cirque de Fontvieille. Ce spectacle qui fait partie des festivités organisées pour le jubilé du prince Rainier III, est donné du 18 au 30 décembre 1999. L’Institut audiovisuel a pu f...",1990
