institution,slug,country,continent,repository_code,deutsche_kinemathek_detail_url,archive_type,external_url,website_available,content_available_in_source
Deutsche Kinemathek / Museum für Film und Fernsehen,deutsche-kinemathek-museum-fuer-film-und-fernsehen,Germany,Europe,DE-DEUTSCHE-KINEMATHEK,https://www.deutsche-kinemathek.de/en/online/streaming,Film archive and museum with public curatorial streaming program,https://www.deutsche-kinemathek.de/en,True,True
