code,label,probe,probe_label,method,url,http_status,final_url,content_type,content_length,access_status,evidence_signal,observed_value,protocol_conclusion,next_step,methodological_note,evaluated_at,rule_version,error
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,official_home,Site oficial da Cinémathèque de la Ville de Luxembourg,GET,https://www.cinematheque.lu/,200,https://www.cinematheque.lu/,text/html; charset=UTF-8,16211,acessivel,official_site,identidade=sim; arquivo=sim; contagens_acervo=nao; programacao=sim; api_programacao=nao; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,site_oficial_contextual_sem_catalogo_publico_de_video,manter_como_evidencia_institucional,Confirma a presença institucional sem tratar a home como catálogo audiovisual.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,archives_collections,Página oficial Archives & collections,GET,https://www.cinematheque.lu/fr/archives-collections,200,https://www.cinematheque.lu/fr/archives-collections,text/html; charset=UTF-8,11999,acessivel,archive_collection_policy,identidade=sim; arquivo=sim; contagens_acervo=sim; programacao=sim; api_programacao=nao; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=2; videos_institucionais=2; embed_video=sim,acervo_filmico_confirmado_sem_catalogo_publico_de_video,registrar_unidade_nao_incorporada_por_ausencia_de_rota_coletavel,Verifica se a página de coleções expõe catálogo público de vídeos de acervo.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,programme,Página Programme,GET,https://www.cinematheque.lu/fr/programme,200,https://www.cinematheque.lu/fr/programme,text/html; charset=UTF-8,11930,acessivel,screening_programme,identidade=sim; arquivo=sim; contagens_acervo=nao; programacao=sim; api_programacao=nao; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,programacao_e_bilheteria_nao_equivalem_a_corpus_audiovisual,manter_como_contexto_institucional,Distingue programação de sessões de cinema de corpus digital de acervo.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,history_page,Página La Cinémathèque,GET,https://www.cinematheque.lu/fr/la-cinematheque,200,https://www.cinematheque.lu/fr/la-cinematheque,text/html; charset=UTF-8,16853,acessivel,institutional_history,identidade=sim; arquivo=sim; contagens_acervo=sim; programacao=sim; api_programacao=nao; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,historia_institucional_confirma_perfil_fiaf_sem_rota_coletavel,manter_como_evidencia_contextual,Confirma o enquadramento FIAF e patrimonial sem promover a corpus coletável.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,film_api,API pública /fr/api/film,GET,https://www.cinematheque.lu/fr/api/film,200,https://www.cinematheque.lu/fr/api/film,application/json,11130,acessivel,programme_api,identidade=sim; arquivo=nao; contagens_acervo=nao; programacao=sim; api_programacao=sim; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,api_publica_de_programacao_nao_equivale_a_catalogo_de_acervo,nao_incorporar_sessoes_de_bilheteria_como_videos_de_acervo,Testa se a API pública lista filmes de acervo ou apenas sessões/programação.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,site_search,Busca pública do site,GET,https://www.cinematheque.lu/fr/search/node?keys=archives,200,https://www.cinematheque.lu/fr/search/node?keys=archives,text/html; charset=UTF-8,10334,acessivel,site_search,identidade=sim; arquivo=sim; contagens_acervo=nao; programacao=sim; api_programacao=nao; bilheteria=sim; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,busca_do_site_nao_equivale_a_catalogo_arquivistico,nao_usar_busca_institucional_como_corpus,Testa se a busca institucional funciona como catálogo arquivístico de vídeos.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
fiaf-cinematheque-luxembourg,Cinémathèque de la Ville de Luxembourg,municipal_page,Página municipal VDL sobre a Cinémathèque,GET,https://www.vdl.lu/fr/visiter/art-et-culture/lieux-culturels/cinema/cinematheque,200,https://www.vdl.lu/fr/visiter/art-et-culture/lieux-culturels/cinema/cinematheque,text/html; charset=UTF-8,,acessivel,municipal_context,identidade=sim; arquivo=sim; contagens_acervo=nao; programacao=sim; api_programacao=nao; bilheteria=nao; busca_site=sim; catalogo_arquivistico_video=nao; arquivos_video=0; videos_institucionais=0; embed_video=nao,fonte_municipal_confirma_acervo_sem_rota_coletavel,manter_como_evidencia_contextual,Verifica fonte municipal complementar sobre acervo e programação.,2026-07-16T17:42:08Z,2026-06-cinematheque-luxembourg-protocol-v1,
