institution,slug,country,continent,repository_code,ina_detail_url,archive_type,external_url,website_available,content_available_in_source
Institut national de l'audiovisuel (INA),institut-national-de-l-audiovisuel-ina,France,Europe,FR-INA,https://www.ina.fr/institut-national-audiovisuel,National audiovisual archive,https://www.ina.fr/,True,True
