dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
fina,fina:2026-07-17T18:30:26Z,2026-07-17T18:30:28Z,,2026-07-17T18:30:26Z,2026-07-17T18:30:23Z,scripts/run_fina_pipeline.py,1,1,1,2766,2766,1,11,1,1,1
