dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
cna,cna:2026-06-17T17:55:42Z,2026-06-17T17:55:42Z,,scripts/run_cna_pipeline.py,Centre national de l'audiovisuel (CNA),cna-luxembourg,LU-CNA,Luxembourg,Europe,National audiovisual archive,True,https://cnasearch.public.lu/searchprofiles/run/4/film,cnasearch.public.lu,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso aberto em arquivo audiovisual institucional,79,77,90,https://cnasearch.public.lu/searchprofiles/run/4/film
cna,cna:2026-06-17T17:59:51Z,2026-06-17T17:59:51Z,,scripts/run_cna_pipeline.py,Centre national de l'audiovisuel (CNA),cna-luxembourg,LU-CNA,Luxembourg,Europe,National audiovisual archive,True,https://cnasearch.public.lu/searchprofiles/run/4/film,cnasearch.public.lu,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso aberto em arquivo audiovisual institucional,79,77,90,https://cnasearch.public.lu/searchprofiles/run/4/film
