dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
aqshf,aqshf:2026-06-10T16:56:13Z,2026-06-10T16:56:14Z,,2026-06-10T16:56:13Z,2026-06-10T16:56:11Z,scripts/run_aqshf_pipeline.py,1,1,1,2736,2736,1,4,1,1,1
aqshf,aqshf:2026-06-10T16:58:31Z,2026-06-10T16:58:33Z,,2026-06-10T16:58:31Z,2026-06-10T16:58:28Z,scripts/run_aqshf_pipeline.py,1,1,1,2736,2736,1,4,1,1,1
aqshf,aqshf:2026-06-10T17:06:14Z,2026-06-10T17:06:15Z,,2026-06-10T17:06:14Z,2026-06-10T17:06:12Z,scripts/run_aqshf_pipeline.py,1,1,1,2736,2736,1,4,1,1,1
