institution,slug,country,continent,repository_code,archive_type,cnc_aff_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Crise%20du%20charbon/cnc::7547b6bf560fc0e832c6b4005e6cf873,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20surprises%20du%20camouflage/cnc::52a9e45ccd46305ff28192c06790b455,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20D%C3%A9fil%C3%A9%20de%20la%20victoire/cnc::5609ad2219ba7d7d5ba1de1a797401a4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Une%20Mauvaise%20nouvelle/cnc::b3f8a64e71b3ff509e31cf5fb89b65b7,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Recreation%20as%20a%20Part%20of%20Reconstruction/cnc::142aaa552ff03e0262dce2dcdd2ec059,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/What%20the%20American%20Committee%20Is%20Doing%20for%20Our%20Neighbors%20in%20the%20Aisne/cnc::7b0e280be55fdf4fa2218b81ef2d55a3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20Pr%C3%A9paration%20des%20conserves%20dans%20les%20familles%20fran%C3%A7aises%20d'apr%C3%A8s%20les%20m%C3%A9thodes%20am%C3%A9ricaines/cnc::9a3f81949e0dcd4e9d5c241075947351,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Travaux%20agricoles%20et%20vie%20rurale/cnc::5db727be0ab0239d2106494d1782d486,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Public%20Health%20and%20Child%20Hygiene/cnc::34cfb78cba630e4c303867b8a6c78e4b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Public%20Health%20Department%20and%20Medical%20Work/cnc::46f773e7d35413fb1c0f2d0162273ae6,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Refaire%20la%20France,%20achever%20la%20paix,%20organiser%20la%20victoire/cnc::6b03e3fa4ad2d3dc505bdbc292c4c5c7",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Front%20russe/cnc::200d22ee6330ebb99861eaa70012a6f9,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Mise%20en%20batterie%20du%2075%20et%20le%20tir/cnc::18a5aaa2e94c65e62b3b77fe0cfb9b1f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Joan%20the%20Woman/cnc::ae60e20d8351bead59298055713888c4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/The%20Work%20of%20the%20Civilian%20Division%20of%20the%20American%20Fund%20for%20French%20wounded/cnc::b9a48069c71d77cdf5b7590e1057b35a,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/The%20Heritage%20of%20France/cnc::de67d5a9252565fe8d8eb0a584037882,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Athletics%20in%20the%20Devastated%20Department%20of%20the%20Aisne/cnc::a50fd54059707bf666b10bca32bdcc18,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Baptising%20Church%20Bells%20in%20Devastated%20France/cnc::37a340537b358962474d84f29dc37116,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Prisonniers%20allemands%20des%20combats%20de%20Verdun/cnc::07703e68bd1338b770195e7482a68739,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/A%20Verdun,%20le%20terrain%20reconquis/cnc::de6c465138898a6af44afa4e6e303809",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Sur%20le%20front%20de%20la%20Somme/cnc::a94189a723342502197a712dd024356b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Poste%20m%C3%A9t%C3%A9orologique%20du%20lieutenant%20Roth%C3%A9/cnc::82f7ed33733e467c14f6feda298a43ac,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Tank%20du%20lieutenant%20Breton/cnc::0be5dea64d53775edd4fa73bbb7645b4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Roue%20de%20canon%20du%20capitaine%20Cordier/cnc::939f7db8f8c86a5824e34b39e105afb3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Cavaliers,%20enterrement%20d%C3%A9cor%C3%A9%20et%20foyer%20du%20soldat/cnc::327273397ee1bcde7e618ceb8ef2ec6a",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Saucisses,%20troph%C3%A9es%20et%20carte%20du%20front/cnc::5404f721f7498d58d16835cae3ca3f5e",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Ce%20qu'ils%20ont%20fait/cnc::b55510c098617316134824fbe770d579,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Actualit%C3%A9s-Harry%20Journal%201915/cnc::2d30602e119c9454239401a2c7076269,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Annonces%20pour%20exploitants%201917/cnc::a38f5ac5d6121baacacdb8de610cf2d4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L'Aviation%20fran%C3%A7aise%20sur%20le%20front/cnc::f09f26fc4c9ff45508019e9513163ec5,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Martyre%20de%20la%20France%20du%20nord-est/cnc::9e73ae7b283b5c8823389f645f740e08,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Ravitaillement%20am%C3%A9ricain/cnc::782b9076c058b5128448e98355fdaed3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Turco%20de%20Ginette/cnc::f8a36c9ffa65f2b4c1be4e8589dab7f5,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Un%20Zeppelin%20abattu/cnc::0e8878fb54861aacdfca1a06660f4cc6,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Un%20avion%20allemand%20lance%20des%20bombes%20sur%20Amiens/cnc::d5f1d8ae8584c918587a0a2d76efede0,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Battle%20of%20Arras/cnc::37a3a852020e38c369bf0fd1616b2d43,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L'%20Empereur%20Nicolas%20II%20et%20le%20Grand-Duc%20h%C3%A9ritier%20au%2016%C3%A8me%20r%C3%A9giment%20de%20Tirailleurs/cnc::cd692fe59893e6d0e461aa0c62bca70b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Fabrication%20des%20munitions%20et%20du%20mat%C3%A9riel%20de%20guerre/cnc::bb3247ae7b1c8206c15c62413bfaedff,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Revue%20de%20l'arm%C3%A9e%20russe%20par%20le%20Tsar%20Nicolas%20II/cnc::60d3735c5ac6cac5f1f95e8e3525c14f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Oncle%20Sam/cnc::28fcb2cd020cdc5ce5281af0a13c740f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L%E2%80%99Italie%20en%20guerre/cnc::6760788ea88e1414eca7496167f7f3cd,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Sixi%C3%A8me%20bataille%20de%20l'Isonzo/cnc::c5964d0695043ecda9c972056eb03dd3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
