institution,slug,country,continent,repository_code,archive_type,cnc_aff_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Ecouteur%20sous-marin%20Perrin/cnc::8be9aa3076b3e6e10df6f56f63d5a9a0,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L%E2%80%99artillerie%20et%20l%E2%80%99aviation%20dans%20la%20r%C3%A9gion%20de%20Verdun/cnc::19c6160a056351bec2ada9f827667d39,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20chars%20d'assaut%20Schneider/cnc::ee596381481be94901e12cee59ca8958,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20puissance%20militaire%20de%20la%20France%20:%201e%20partie/cnc::7f7424e634b3c49414f52fcbe764e431,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20puissance%20militaire%20de%20la%20France%20:%202e%20partie/cnc::11b599f5b40a0091754d9c8461fab75a,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Exp%C3%A9riences%20de%20Montgeron/cnc::ae4644152a9f81718cca68817b2e1372,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L'Infanterie%20fran%C3%A7aise%20dans%20la%20bataille/cnc::80ba119d0cfcb7d1e35e7b614ad99d85,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Exp%C3%A9riences%20%C3%A0%20St%20Cyr%20:%20Cerf-volant%20et%20saucisse/cnc::7de941750bfe2695e0ef5c1bebc6195b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B072/cnc::ef1196e94c82f9d8c8386586cd0b8fe0,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20Victoire%20d%C3%A9cisive%20de%20l'arm%C3%A9e%20de%20l'Orient/cnc::021776ab70679074a71fa6ec08aa2421,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Film-conf%C3%A9rence%20n%C2%B0%203/cnc::d4fd88fba44093d4fd126eedde7b7835,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20g%C3%A9n%C3%A9ral%20P%C3%A9tain%20visite%20les%20arm%C3%A9es%20et%20re%C3%A7oit%20la%20m%C3%A9daille%20militaire./cnc::ae381e62bb55e2bbd815d49a909b044f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Clemenceau%20visitant%20l'ancien%20champ%20de%20bataille%20du%20Pl%C3%A9mont%20dans%20l'Oise,%20mai%201918/cnc::82c01ae28c7dba044e16a64db6a40be9",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20Guerre%20sans%20armes%20ou%20Espionnage/cnc::b7b6715c9ae8ed51ead0c10c05d96e2f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20f%C3%AAtes%20de%20la%20Victoire%20n%C2%B0%205/cnc::65fae01d257038a3a4f4fcf2d9594504,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Hangar%20gonflable/cnc::348c1c7b779a540313b93d26a38de15b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L%E2%80%99offensive%20fran%C3%A7aise%20sur%20la%20Somme.%20Juillet%201916%20(23)/cnc::8cbec5c76fc5e08ba9a513e15e73a173,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20spahis%20alg%C3%A9riens%20en%20Belgique/cnc::d9a99ff76cfcea028156453040d1f8ea,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B027/cnc::e229a87c055a65bc6d2a80e5982c2417,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B030/cnc::dbf981058a73630e10e4514948f03292,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Lance-flammes/cnc::4f8aeba5731f974c900b7077540f46ff,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Lancements%20de%20bombes/cnc::25f47a8e13113d6a8da629b0e8a91019,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Mar%C3%A9chal%20P%C3%A9tain%20au%20camp%20de%20Mailly/cnc::c33a91499892b3db4aa5277a4482bc28,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Piloteur/cnc::703c2c9d182f381acf5bf92f53392ed0,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Mitrailleuse%20contre%20tank/cnc::23fcd703f8743c4e0307b91f7d891e18,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Montgeron%20lance%20tracts/cnc::c0721141988be60673ea369b51bd051d,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Montgeron,%20transport%20de%20munitions/cnc::580fa6e94f767f0922316f03e8ff343c",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Obus%20%C3%A0%20flamme%20d'ogive%20Chilowsky/cnc::f689b2967fca1c70bd88877205cdab02,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Obusier%20240%20mm/cnc::be41c53040898a26689ce3c9b5bfb3eb,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/D%C3%A9minage%20%C3%A0%20Tahure%20:%20premi%C3%A8re%20explosion/cnc::461efd2abcc163242886bbbd2b21a9b1,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Explosions%20de%20Toulon%20:%20premi%C3%A8re%20exp%C3%A9rience/cnc::742243200c9cde677203f14a4b4663a8,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Soeurs%20d'armes/cnc::9277b9ecec9430d8daff050f0f291c01,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Lunettes%20sous-marines/cnc::36f4c954e2767ae46fdd8efebb8d63ef,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Tir%20contre%20torpilles/cnc::83512a8b3c11391b5bc0a75e9bcf6fdc,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Transporteur%20funiculaire/cnc::07cd87245de09660ba580c24526502a4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Vincennes%20:%20Destruction%20de%20r%C3%A9seaux%20de%20fils%20barbel%C3%A9s%20par%20tracteur%20Latil/cnc::2bd9b8ac2ade23ef4279e3f433223c67,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Dirigeable,%20hangar%20et%20atterrissage/cnc::4d7c2895d347dc2e678553403101970d",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Nos%20troupes%20dans%20les%20pays%20rh%C3%A9nans/cnc::bc18d3b8681108f3649e916830971fe3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Grands%20magasins%20pendant%20les%20bombardements/cnc::99e1b779effed7a08a29e4cb890fa746,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Bombardements%20et%20camouflages/cnc::6a0c1a4265ce2af52e4ab3e5657dd95b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Foule%20devant%20les%20cin%C3%A9mas%20-%20maisons%20closes/cnc::c485c4dee5438f5e6f5df97a3df1d3e8,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Marchandes%20des%20quatre%20saisons/cnc::21587534461839bd7dd753dfb6d64223,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
