institution,slug,country,continent,repository_code,aamod_detail_url,archive_type,external_url,website_available,content_available_in_source
Archivio Audiovisivo del movimento operaio e democratico,archivio-audiovisivo-del-movimento-operaio-e-democratico,Italy,Europe,IT-AAMOD,https://aamod.it/,Institutional audiovisual archive,https://aamod.it/,True,True
