dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
dhm,dhm:2026-07-13T18:58:54Z,2026-07-13T18:58:54Z,,2026-07-13T18:58:54Z,2026-07-13T18:58:54Z,scripts/run_dhm_pipeline.py,1,1,1,34,34,1,1,1,1,1
dhm,dhm:2026-07-13T19:00:12Z,2026-07-13T19:00:12Z,,2026-07-13T19:00:12Z,2026-07-13T19:00:12Z,scripts/run_dhm_pipeline.py,1,1,1,34,34,1,4,1,1,1
