institution,slug,country,continent,repository_code,archive_type,archipop_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,lesfilms.archipop.org,ok,200,integro,https://lesfilms.archipop.org/,58,58,68,media,"Corpus institucional incorporado por rota HTML pública. A coleta usa amostra leve do catálogo Les Films e registra fichas com player incorporado, sem baixar arquivos de mídia.",429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-course-des-midinettes-570-530-1-0.html; 429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-fete-du-certificat-d-etudes-et-voyage-a-paris-fete-scolaire-et-gymnique-gpf-1967-570-2995-1-0.html; 429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-maison-st-remy-sylviane-coline-mme-henriette-de-beaurainville-printemps-81-570-1530-1-0.html; 429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-mariages-le-crotoy-casino-chauny-la-gare-570-4045-1-0.html; 429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-onival-570-4169-1-0.html; 429 Client Error: Too Many Requests for url: https://lesfilms.archipop.org/les-films-restauration-en-1986-du-guerrier-de-saint-maur-60-promenade-a-saint-maur-et-fouilles-archeologiques-d-estrees-saint-denis-60-570-11459-1-0.html,58,58,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo audiovisual institucional,Outra forma pública de acesso
