institution,slug,country,continent,repository_code,dhm_detail_url,archive_type,external_url,website_available,content_available_in_source
Deutsches Historisches Museum / Zeughauskino,deutsches-historisches-museum-zeughauskino,Germany,Europe,DE-DHM,https://www.dhm.de/zeughauskino/en/programs/zeughauskino-online/films-of-the-marshall-plan/,Museum film archive with public descriptive online film selection,https://www.dhm.de/,True,True
